target_name,gene,description,KOG,remarks,Mountain,fL3s446,eL3s82,FC,fL3s364,eL3s125,FC.1,fL4s660,eL4s408,FC.2,fL4s1165,eL4s377,FC.3,fADs1711,eADs213,FC.4,fADs547,eADs598,FC.5,fL3m1612,eL3m951,FC.6,fL3m4134,eL3m1037,FC.7,fL4m1857,eL4m1318,FC.8,fL4m3713,eL4m3494,FC.9,fADm2498,eADm2449,FC.10,fADm2040,eADm2527,FC.11,fADm981,eADm599,FC.12,fADm631,eADm765,FC.13,Input,Suggested Match,History
F57C9.7,F57C9.7,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 7,33,8,0.84,17,4,1.37,60,3,9.62,133,4,9.01,99,0,124.2,24,0,27.21,3,22,0.1,30,8,0.88,11,32,0.26,43,97,0.42,100,94,1.04,94,126,0.92,45,39,0.71,32,64,0.61,F57C9.7,WBGene00019013,Sequence name for WBGene00019013(tofu-4). History: N.A.
F57F5.1,F57F5.1,,,sRNA_UP in ego-1_AND_mRNA_DOWN in ego-1,Mountain 8,30,67,0.1,23,86,0.1,44,471,0.06,61,591,0.04,146,2764,0.07,90,1243,0.08,290,53,3.21,3419,396,2.2,1727,1110,1.11,4427,1147,3.63,1611,683,2.31,1299,809,1.98,497,273,1.12,475,326,1.76,F57F5.1,WBGene00010204,Sequence name for WBGene00010204(cpr-9). History: N.A.
F58A4.10,ubc-7,"ubc-7 encodes an E2 ubiquitin-conjugating enzyme; by homology, UBC-7 is predicted to function in the covalent attachment of ubiquitin molecules to protein substrates via its association with an E3 ubiquitin-protein ligase; loss of ubc-7 activity via large-scale RNAi screens results in no obvious abnormalities. ",Ubiquitin-protein ligase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 18,18,0,4.23,16,4,1.29,35,3,5.68,57,0,19.5,49,2,20.7,33,0,37.0,141,48,1.73,175,56,0.79,119,71,1.19,328,145,2.12,285,268,1.04,201,259,0.96,205,73,1.72,165,103,1.93,F58A4.10,WBGene00006704,Sequence name for WBGene00006704(ubc-7). History: N.A.
F58A4.3,hcp-3,"The hcp-3 gene encodes a centromere protein (CENP)-A homolog required for kinetochore function; inactivation of hcp-3 in one-cell embryos by RNAi causes a complete loss of kinetochores, with total failure of chromosomes to segregate properly during mitosis, to recruit components to the kinetochore other than HCP-3, or to assemble a stable mitotic spindle; in addition, HCP-4 fails to localize properly to the kinetochore in hcp-3(RNAi) embryos. ",Histones H3 and H4 ,sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 7,78,0,17.58,81,8,3.46,95,7,7.57,189,4,12.78,156,4,39.0,90,0,99.04,0,0,0.6,19,15,0.32,15,25,0.44,82,104,0.74,248,943,0.26,179,867,0.26,124,131,0.59,83,219,0.46,F58A4.3,WBGene00001831,Sequence name for WBGene00001831(hcp-3). History: N.A.
F58B3.5,mrs-1,"mrs-1 encodes a predicted cytoplasmic methionyl-tRNA synthetase (MetRS), a class I aminoacyl-tRNA synthetase that catalyzes the attachment of methionine to its cognate tRNA and is thus required for protein biosynthesis; MRS-1 is essential for embryogenesis and required also for a normal rate of postembryonic growth. ",Methionyl-tRNA synthetase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,28,2,2.15,40,10,1.42,63,4,8.08,142,0,48.08,106,0,132.89,23,0,26.12,264,273,0.58,621,150,1.05,257,187,0.98,540,793,0.64,668,927,0.71,568,949,0.74,209,219,0.59,160,209,0.93,F58B3.5,WBGene00003415,Sequence name for WBGene00003415(mars-1). History: Renamed on 2010-01-29; Renamed on 2015-03-25
F58B3.6,F58B3.6,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,45,6,1.46,41,5,2.66,107,6,9.74,167,8,6.28,141,2,58.79,67,0,74.01,7,25,0.18,150,41,0.92,15,46,0.24,202,107,1.77,145,378,0.38,123,438,0.35,56,54,0.64,49,107,0.56,F58B3.6,WBGene00010232,Public name for WBGene00010232. History: N.A.
F58D5.1,hrp-2,,Heterogeneous nuclear ribonucleoprotein R (RRM superfamily) ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,18,0,4.23,29,3,2.85,56,10,3.27,67,1,11.43,200,3,62.41,35,2,13.06,1629,1270,0.76,2072,420,1.25,994,517,1.37,1485,2083,0.67,2059,1262,1.6,1674,1184,1.75,918,462,1.23,467,548,1.03,F58D5.1,WBGene00002000,Sequence name for WBGene00002000(hrpr-1). History: Renamed on 2019-11-21
F58E1.13,F58E1.13,,Uncharacterized protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 3,55,0,12.46,56,0,21.65,62,1,19.88,54,3,4.62,177,3,55.27,56,0,62.04,0,0,0.6,0,0,0.25,0,0,0.71,0,0,0.94,0,0,0.98,1,1,1.24,0,1,0.31,0,0,1.21,F58E1.13,WBGene00019044,Public name for WBGene00019044. History: N.A.
F58G1.1,F58G1.1,,Translation initiation factor 2C (eIF-2C) and related proteins ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,264,25,2.27,256,32,2.96,662,50,8.2,1370,26,17.07,814,3,253.05,279,7,38.09,7,0,4.76,7,25,0.08,54,80,0.48,165,182,0.85,512,669,0.75,382,682,0.69,141,185,0.47,119,197,0.73,F58G1.1,WBGene00010263,Sequence name for WBGene00010263(wago-4). History: N.A.
F58G11.1b,letm-1,,Ca2+-binding transmembrane protein LETM1/MRS7 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,60,2,4.53,66,10,2.31,139,7,11.04,207,3,17.48,219,3,68.31,153,4,33.52,320,107,1.77,685,154,1.13,239,227,0.75,751,885,0.8,886,1422,0.61,813,1466,0.69,411,633,0.4,175,449,0.47,F58G11.1b,WBGene00010279,Molecule name for WBGene00010279(letm-1). History: N.A.
F58G11.2,F58G11.2,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 13,44,0,10.02,39,8,1.69,126,9,8.01,201,5,11.32,333,23,17.28,118,1,64.76,325,93,2.07,804,118,1.72,292,223,0.93,593,694,0.8,668,450,1.45,514,421,1.51,236,140,1.04,131,184,0.86,F58G11.2,WBGene00010280,Sequence name for WBGene00010280(rde-12). History: N.A.
F58G11.5,tag-65,,"Predicted RNA binding protein, contains SWAP, RPR and G-patch domains ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,24,0,5.56,23,2,3.04,35,0,22.72,38,1,6.56,93,14,7.78,53,6,8.4,24,0,14.89,100,24,1.03,41,40,0.73,218,125,1.64,163,153,1.04,124,178,0.86,70,23,1.83,62,40,1.85,F58G11.5,WBGene00006442,Sequence name for WBGene00006442(tag-65). History: N.A.
F58H7.2,F58H7.2,,Amidases ,sRNA_UP in ego-1_AND_mRNA_inconsistent,Mountain 1,11,3,0.67,15,11,0.51,9,42,0.15,23,35,0.22,55,818,0.08,22,313,0.08,26,15,1.0,94,34,0.69,62,68,0.65,185,135,1.29,74,129,0.57,49,99,0.62,27,11,1.44,22,22,1.21,F58H7.2,WBGene00019068,Sequence name for WBGene00019068(faah-3). History: N.A.
F59A2.1b,npp-9,,Ran-binding protein RANBP1 and related RanBD domain proteins ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,29,0,6.68,15,4,1.22,58,8,4.14,100,1,16.98,76,4,19.13,46,0,51.15,425,260,0.97,781,264,0.75,548,327,1.19,1123,1124,0.94,2088,1643,1.25,1738,1879,1.14,756,415,1.13,486,589,1.0,F59A2.1b,WBGene00003795,Molecule name for WBGene00003795(npp-9). History: N.A.
F59A2.3,F59A2.3,,"Complement component 1, Q subcomponent binding protein/mRNA splicing factor SF2, subunit P32 ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 41,18,0,4.23,19,3,1.9,37,4,4.8,131,3,11.1,60,1,37.88,22,4,5.01,99,106,0.56,530,131,1.03,250,114,1.56,222,284,0.74,211,260,0.8,204,303,0.83,80,27,1.79,63,55,1.38,F59A2.3,WBGene00010303,Sequence name for WBGene00010303(cri-3). History: N.A.
F59B2.6,zif-1,"zif-1 encodes a SOCS-box protein that promotes establishment of the germ line by targetting germline proteins for cullin-dependent degradation in non-germline (somatic) cells; ZIF-1 binds germline CCCH-(zinc)-finger proteins and the E3 ubiquitin ligase subunit elongin C (ELC-1); while ZIF-1 has no obvious homologs, it may be analogous to the Drosophila SOCS-box protein GUSTAVUS, which is required for VASA localization to the germline and which does have mammalian homologs. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,30,5,1.15,34,0,13.29,49,1,15.78,48,3,4.12,96,3,30.12,27,0,30.47,4,0,2.98,19,2,1.7,13,11,0.83,89,44,1.88,188,441,0.42,140,449,0.39,84,63,0.82,59,119,0.6,F59B2.6,WBGene00006977,Sequence name for WBGene00006977(zif-1). History: N.A.
F59B8.2,F59B8.2,,NADP-dependent isocitrate dehydrogenase ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 0,26,5,1.0,25,12,0.76,53,10,3.1,120,5,6.78,100,3,31.36,37,0,41.36,833,390,1.27,2299,769,0.76,992,762,0.93,1619,1062,1.43,645,573,1.1,548,657,1.03,172,119,0.89,162,139,1.4,F59B8.2,WBGene00010317,Sequence name for WBGene00010317(idh-1). History: N.A.
F59E10.1,orc-2,"orc-2 encodes the C. elegans ortholog of the Orc2 subunit of the origin recognition complex (ORC); by homology, ORC-2 is predicted to function as part of a multi-protein scaffolding complex that regulates initiation of DNA replication; consistent with its predicted role, orc-2 activity is required for proper execution of a number of biological processes including germ cell proliferation and reproduction, embryonic development, vulval development, and locomotion. ","Origin recognition complex, subunit 2 ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,17,0,4.01,23,4,1.82,39,5,4.21,62,5,3.53,111,25,5.35,45,0,50.06,28,34,0.49,71,23,0.76,11,25,0.33,133,84,1.48,194,202,0.94,147,241,0.76,165,53,1.9,64,75,1.03,F59E10.1,WBGene00003882,Sequence name for WBGene00003882(orc-2). History: N.A.
F59E12.1,F59E12.1,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,37,1,4.23,25,4,1.97,92,10,5.34,132,9,4.47,92,7,14.44,26,2,9.8,54,0,32.75,77,48,0.41,65,47,0.98,193,178,1.02,363,385,0.92,322,387,1.03,87,98,0.55,114,100,1.37,F59E12.1,WBGene00019118,Public name for WBGene00019118. History: N.A.
F59E12.2,zyg-1,zyg-1 encodes a homolog of polo-like and calcium-dependent kinases that is required for daughter centriole formation; ZYG-1 localizes transiently to centrosomes and acts at least one cell cycle prior to each spindle assembly event; ZYG-1 activity is required for proper localization of the SAS-5 and SAS-6 coiled-coil proteins that are also required for centriole duplication. ,"Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 35,31,1,3.56,34,7,1.66,79,9,5.05,197,7,8.32,198,2,82.38,32,0,35.92,29,71,0.25,95,19,1.22,44,28,1.11,144,133,1.02,238,193,1.21,180,191,1.17,94,40,1.43,48,57,1.02,F59E12.2,WBGene00006988,Sequence name for WBGene00006988(zyg-1). History: N.A.
F59E12.4a,npl-4.1,,"Nuclear pore complex, rNpl4 component (sc Npl4) ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,21,0,4.9,16,0,6.46,31,3,5.05,31,0,10.76,100,5,20.91,24,0,27.21,104,103,0.6,395,119,0.84,161,113,1.01,488,402,1.14,437,445,0.96,311,495,0.78,192,167,0.71,159,172,1.12,F59E12.4a,WBGene00019120,Molecule name for WBGene00019120(npl-4.1). History: N.A.
F59E12.5b,npl-4.2,,"Nuclear pore complex, rNpl4 component (sc Npl4) ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,20,0,4.67,22,0,8.73,31,2,6.73,35,0,12.1,123,5,25.67,28,0,31.56,73,74,0.59,441,118,0.95,136,107,0.9,526,409,1.21,389,440,0.87,290,510,0.7,178,147,0.75,147,155,1.14,F59E12.5b,WBGene00019121,Molecule name for WBGene00019121(npl-4.2). History: N.A.
F59E12.9,F59E12.9,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,73,1,8.24,46,12,1.37,96,12,4.71,248,11,6.98,334,16,24.47,96,13,7.54,306,125,1.45,565,110,1.3,299,155,1.37,575,745,0.73,1480,753,1.93,1240,784,1.95,701,495,0.88,290,544,0.64,F59E12.9,WBGene00019124,Public name for WBGene00019124. History: N.A.
H02I12.1,H02I12.1,"cbd-1 encodes a large (1319-residue) protein with 12 chitin-binding peritrophin-A domains; cbd-1(RNAi) animals have an osmotically-sensitive embryonic lethal phenotype, perhaps because of defects in chitin and eggshell synthesis; like CEJ-1 and CPG-2, CBD-1 may participate in eggshell synthesis and early embryonic development; CBD-1's multiple peritrophin-A domains might enable mechanical cross-linking of chitin. ",Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,49,3,2.78,51,4,3.95,90,6,8.2,166,1,28.08,139,4,34.77,80,5,14.69,39,0,23.82,36,24,0.38,208,99,1.49,431,629,0.65,5218,4433,1.15,4240,4686,1.12,1853,918,1.25,1336,1176,1.37,H02I12.1,WBGene00010351,Sequence name for WBGene00010351(cbd-1). History: N.A.
H02I12.5,H02I12.5,,Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,24,2,1.85,21,4,1.67,25,1,8.2,48,1,8.24,113,7,17.7,59,5,10.88,0,0,0.6,8,0,2.29,20,4,3.0,34,52,0.62,451,944,0.47,329,925,0.44,141,253,0.35,133,265,0.61,H02I12.5,WBGene00010353,Sequence name for WBGene00010353(memi-3). History: N.A.
H04J21.3b,gip-1,"gip-1 encodes the C. elegans homolog of Saccharomyces cerevisiae Spc98p, a gamma-tubulin-binding protein that with Spc97p forms part of a gamma-tubulin ring complex that can nucleate microtubule formation in vitro and in vivo; in C. elegans, GIP-1 is essential for embryogenesis and required for formation of centrosomal asters during interphase and formation of the mitotic spindle, but not for formation of mitotic asters; GIP-1 colocalizes with TBG-1/gamma-tubulin to centrosomes during interphase and mitosis; GIP-1 and TBG-1 are required reciprocally for centrosomal localization. ",,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 11,25,0,5.79,23,9,0.91,74,4,9.47,114,7,4.83,153,1,95.63,42,0,46.8,32,24,0.79,129,26,1.23,72,49,1.04,146,157,0.88,178,245,0.71,146,256,0.71,110,96,0.71,62,95,0.79,H04J21.3b,WBGene00001589,Molecule name for WBGene00001589(gip-1). History: N.A.
H05L14.2,H05L14.2,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 7,36,8,0.92,43,19,0.84,68,13,3.11,120,8,4.52,197,13,17.56,77,3,21.22,16,20,0.48,68,17,0.98,87,34,1.79,175,150,1.1,322,384,0.82,251,462,0.67,125,91,0.85,64,105,0.74,H05L14.2,WBGene00010367,"Public name for WBGene00010367. History: Split into H05L14.3(WBGene00271605). History of WBGene00010367: Split into ""WBGene00271605"" on 2017-03-02"
H06H21.3,H06H21.3,,Translation initiation factor 1A (eIF-1A) ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain ,56,4,2.54,35,8,1.52,57,8,4.07,153,8,5.75,156,28,6.72,51,10,5.14,2004,1574,0.76,3554,447,2.02,1628,687,1.69,1383,2711,0.48,2791,1753,1.56,2335,1945,1.48,923,716,0.8,448,931,0.58,H06H21.3,WBGene00019162,Sequence name for WBGene00019162(eif-1.A). History: N.A.
H06I04.3a,H06I04.3,,Putative SAM-dependent rRNA methyltransferase SPB1 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,34,3,1.95,23,2,3.04,52,2,11.15,79,5,4.48,92,19,5.78,35,0,39.18,927,1155,0.48,1316,489,0.68,1128,533,1.51,1844,2583,0.67,1014,1226,0.81,929,1281,0.9,707,368,1.19,284,544,0.63,H06I04.3a,WBGene00019168,Molecule name for WBGene00019168(H06I04.3). History: N.A.
H14E04.2b,H14E04.2,,Unnamed protein ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain ,15,0,3.56,13,5,0.89,34,1,11.04,51,2,5.83,119,3,37.26,36,0,40.27,37,0,22.63,88,29,0.76,39,31,0.89,103,110,0.88,217,226,0.94,165,211,0.97,78,53,0.9,54,64,1.02,H14E04.2b,WBGene00019199,Molecule name for WBGene00019199(H14E04.2). History: N.A.
H15N14.1d,adr-1,"adr-1 encodes, through alternative splicing, at least five isoforms of an adenosine deaminase that acts on RNA (ADAR); ADARs are RNA-editing enzymes that deaminate adenosines to create inosines in double-stranded RNA (dsRNA); adr-1 is expressed in embryos, most or all neurons (e.g., sensory neurons and cilia, the ventral nerve cord, motor neurons and interneurons) and in the developing (but not the adult) vulva; ADR-1 is required for ADAR activity in vivo, and for normal chemotaxis and vulval development; ADR-1 is also required (redundantly with ADR-2) to prevent the silencing of transgenes in somatic tissues by RNAi; ADR-1 (with ADR-2) may protect transgenic RNA from RNAi silencing by deaminating transgenic dsRNA; ADR-1 contains a glutamine/asparagine-rich domain, as well as two N-terminal double-stranded RNA-binding motifs. ",tRNA-specific adenosine deaminase 1 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,40,3,2.28,32,8,1.39,82,6,7.48,137,1,23.2,235,6,41.87,65,0,71.83,39,62,0.38,206,35,1.47,64,42,1.08,222,140,1.49,95,116,0.8,87,107,1.01,33,10,1.91,32,23,1.66,H15N14.1d,WBGene00000079,Molecule name for WBGene00000079(adr-1). History: N.A.
H19N07.2b,math-33,The H19N07.2 gene encodes a protein with a meprin-associated Traf homology (MATH) domain that may be involved in apoptosis. ,Ubiquitin carboxyl-terminal hydrolase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,34,3,1.95,51,7,2.47,61,10,3.56,187,5,10.54,167,13,14.9,41,9,4.57,66,0,39.9,562,140,1.02,429,182,1.68,908,407,2.1,441,713,0.61,388,786,0.61,243,149,1.01,173,202,1.03,H19N07.2b,WBGene00010406,Molecule name for WBGene00010406(math-33). History: N.A.
H20J04.2,H20J04.2,,"Chromatin remodeling complex WSTF-ISWI, large subunit (contains heterochromatin localization, PHD and BROMO domains) ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 11,44,15,0.63,48,3,4.65,83,11,4.42,244,12,6.34,171,12,16.43,45,15,3.13,47,43,0.65,153,50,0.77,145,67,1.53,239,209,1.08,589,443,1.3,425,462,1.14,123,154,0.49,86,172,0.61,H20J04.2,WBGene00019217,Sequence name for WBGene00019217(athp-2). History: N.A.
H24K24.4,H24K24.4,,tRNA uracil-5-methyltransferase and related tRNA-modifying enzymes ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 3,27,3,1.56,36,5,2.34,37,5,4.0,83,1,14.12,65,14,5.46,45,5,8.34,119,55,1.28,282,62,1.14,116,48,1.7,216,292,0.7,295,194,1.49,259,224,1.43,111,46,1.47,72,59,1.47,H24K24.4,WBGene00019241,Sequence name for WBGene00019241(trm-2A). History: N.A.
H25P06.2b,cdk-9,"cdk-9 encodes an ortholog of the metazoan transcription elongation factor kinase CDK-9; it is required for general expression of early embryonic genes, and thought (in conjunction with partners such as cyclin T) to form a transcription factor (P-TEFb) that which prevents transcription from stalling in vitro. ",Cyclin T-dependent kinase CDK9 ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,53,1,6.01,38,5,2.47,49,6,4.51,84,7,3.57,137,1,85.69,41,0,45.71,10,25,0.25,61,19,0.79,62,19,2.25,109,55,1.85,72,181,0.39,46,190,0.3,37,17,1.31,28,41,0.83,H25P06.2b,WBGene00000410,Molecule name for WBGene00000410(cdk-9). History: N.A.
H28O16.2,H28O16.2,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 5,16,8,0.42,31,3,3.04,47,2,10.1,74,2,8.41,111,4,27.82,32,0,35.92,24,17,0.83,76,22,0.85,15,41,0.27,147,126,1.1,306,132,2.26,228,120,2.34,97,32,1.84,44,45,1.18,H28O16.2,WBGene00010420,Sequence name for WBGene00010420(mcrs-1). History: N.A.
H34C03.2,H34C03.2,,Ubiquitin C-terminal hydrolase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,82,4,3.69,84,14,2.15,82,9,5.24,252,7,10.63,246,2,102.25,68,1,37.55,65,0,39.3,208,107,0.49,144,98,1.04,394,302,1.23,487,620,0.77,397,665,0.74,151,91,1.02,113,159,0.86,H34C03.2,WBGene00019259,Public name for WBGene00019259. History: N.A.
H35B03.2a,H35B03.2,"H35B03.2 encodes an ortholog of Rpp1 (Rpp30), a protein subunit shared by the endoribonucleases RNase MRP and RNAse P; RNAse MRP cleaves mitochondrial RNA in mitochondrial DNA synthesis, nucleolar pre-rRNA in ribosome synthesis, and at least one mRNA (CLB2) involved in cell-cycle regulation; RNAse P cleaves tRNA precursors to produce their mature 5' end; H35B03.2 is evolutionarily ubiquitous among eukaryotes. ",Protein subunit of nuclear ribonuclease P (RNase P) ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 18,24,0,5.56,23,4,1.82,58,2,12.41,114,11,3.22,156,38,5.0,37,4,8.27,63,58,0.65,77,36,0.54,96,45,1.5,84,209,0.38,364,192,1.85,327,191,2.11,189,141,0.83,86,135,0.77,,,
H37A05.1,H37A05.1,"lpin-1 encodes a putative phosphatidic acid phosphatase orthologous to budding yeast PAH1 and human LPIN1 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=605518"">OMIM:605518</a>), LPIN2 (OMIM:605519, mutated in Majeed syndrome), and LPIN3 (OMIM:605520); lpin-1 is expressed in vulval muscle; in mass RNAi assays, lpin-1 is required for the osmotic integrity of eggs and for normal larval growth, body thickness, locomotion, and fertility; by orthology, LPIN-1 is expected to be dephosphorylated by SCPL-2. ",Protein involved in plasmid maintenance/nuclear protein involved in lipid metabolism ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 25,46,8,1.16,50,15,1.21,55,9,3.53,146,6,7.06,234,19,14.59,95,8,11.61,206,12,9.48,512,103,1.26,337,219,1.1,843,706,1.12,614,870,0.69,441,839,0.65,156,202,0.48,115,202,0.69,H37A05.1,WBGene00010425,Sequence name for WBGene00010425(lpin-1). History: N.A.
H38K22.1,evl-14,"evl-14 encodes a homolog of the yeast sister cohesion protein Pds5p that functions during both mitosis and meiosis and is implicated in the maintenance of sister chromatid cohesion in late prophase, and affects vulval morphology, meiotic germline development, embryonic and larval viability, fertility, and cell divisions in the germ line as well as in vulval and somatic gonad lineages; some of the defects, such as somatic gonad defects, are due at least partially to cell division defects. ","Sister chromatid cohesion complex Cohesin, subunit PDS5 ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,72,8,1.81,61,6,3.36,76,5,8.1,154,8,5.79,217,25,10.41,76,3,20.95,97,28,2.01,435,73,1.5,100,121,0.59,552,393,1.32,589,439,1.31,457,452,1.25,266,101,1.62,113,176,0.78,H38K22.1,WBGene00001352,Sequence name for WBGene00001352(evl-14). History: N.A.
JC8.7,JC8.7,,Uncharacterized conserved protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,10,0,2.45,16,1,3.23,24,1,7.89,61,1,10.42,101,4,25.34,17,0,19.59,11,0,7.15,48,6,1.78,43,29,1.05,109,117,0.88,125,186,0.66,123,234,0.65,39,36,0.67,32,57,0.69,JC8.7,WBGene00010439,Public name for WBGene00010439. History: N.A.
K01B6.1,fozi-1,"fozi-1 encodes an unusual zinc-finger protein that has two C2H2 zinc-finger motifs that probably mediate transcriptional regulation along with a glutamine-rich region and a vestigial formin homology 2 (FH2) domain that has lost its ability to polymerize actin but retained its ability to dimerize; during postembryonic development, FOZI-1 acts with MAB-5 and redundantly with HLH-1/CeMyoD to autonomously specify coelomocyte and striated body wall muscle fates; in addition, fozi-1 is required for the fully asymmetrical phenotypic distinction of ASER cells from ASEL cells; fozi-1 mutant animals variably express flp-4, gcy-6, gcy-7 and lim-6, genes normally restricted to ASEL, in ASER as well, while maintaining expression of ASER-specific genes; ectopic FOZI-1 expression in ASEL can suppress lim-6 expression; fozi-1 genetically interacts with several regulatory proteins and miRNAs; FOZI-1 is a nuclear protein that is expressed in neuronal lineages beginning at the 2-fold stage of embryogenesis, and then in neurons and cells derived from the M mesoblast during larval development; expression in the M lineage corresponds to cells that will generate coelomocytes and body wall muscles and is not seen in the sex myoblasts (SMs); FOZI-1 expression in the M lineage requires the Hox co-factor CEH-20. ",Rac1 GTPase effector FRL ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 16,93,29,0.7,54,18,1.1,379,71,3.33,866,62,4.63,402,61,8.07,151,36,4.47,19,0,11.91,152,50,0.76,44,23,1.34,170,24,6.44,4,7,0.61,5,6,1.06,6,5,0.72,2,0,3.62,K01B6.1,WBGene00010453,Sequence name for WBGene00010453(fozi-1). History: N.A.
