cosmid,gene,fL3mSUM,eL3mSUM,fL4mSUM,eL4mSUM,fADmSUM,eADmSUM,description,KOG,Mountain,fL4s660,eL4s408,FC,fL4s1165,eL4s377,FC.1,fADs1711,eADs2131,FC.2,fADs226,eADs271,FC.3,fADs547,eADs598,FC.4,fL4m1857,eL4m1318,FC.5,fL4m3713,eL4m3494,FC.6,fADm2498,eADm2449,FC.7,fADm2040,eADm2527,FC.8,fADm981,eADm599,FC.9,fADm631,eADm765,FC.10,Input,Suggested Match,History
CD4.6,pas-6,180,83,236,214,554,667,"pas-6 encodes a type 1 alpha subunit of the 26S proteasome's 20S protease core particle (CP); PAS-6 is required for embryonic, larval, and germline development and by homology, is predicted to comprise the outer rings of the proteasome and to play a role in selective degradation of ubiquitinated proteins during development; in vitro, PAS-6 interacts with BRP-1, a glutamine/asparagine (Q/N)-rich domain-containing protein conserved amongst nematodes, and with other members of the proteasome. ","20S proteasome, regulatory subunit alpha type PSMA1/PRE5 ",Mountain 20,31,1,10.1,39,1,6.72,33,1,21.11,17,0,21.27,13,0,15.24,68,96,0.51,168,118,1.34,227,253,0.88,193,288,0.83,56,55,0.63,78,71,1.32,CD4.6,WBGene00003927,Sequence name for WBGene00003927(pas-6). History: N.A.
C47B2.4,pbs-2,218,55,298,240,426,765,,"20S proteasome, regulatory subunit beta type PSMB7/PSMB10/PUP1 ",Mountain 20,46,6,4.24,69,0,23.54,92,2,38.5,23,0,28.35,25,0,28.3,49,84,0.42,249,156,1.5,167,326,0.5,148,340,0.54,54,43,0.77,57,56,1.23,C47B2.4,WBGene00003948,Sequence name for WBGene00003948(pbs-2). History: N.A.
Y18D10A.20,pfn-1,245,94,281,241,895,1899,,Profilin ,Mountain 2,91,5,9.68,194,5,10.93,113,2,47.19,36,3,10.93,37,0,41.36,118,85,0.99,163,156,0.98,354,792,0.44,301,807,0.46,108,167,0.4,132,133,1.2,Y18D10A.20,WBGene00003989,Sequence name for WBGene00003989(pfn-1). History: N.A.
Y37E3.9,phb-1,747,358,635,609,758,1134,"phb-1 encodes one of two subunits of the mitochondrial prohibitin complex; loss of phb-1 activity via RNAi indicates that phb-1 function is required for mitochondrial biogenesis and maintenance and for embryonic, germline, and somatic gonad development. ",Prohibitin ,,58,6,5.32,122,1,20.68,74,8,10.35,13,1,8.27,29,6,4.66,149,146,0.73,486,463,0.99,300,465,0.63,196,462,0.53,164,91,1.11,98,116,1.02,Y37E3.9,WBGene00004014,Sequence name for WBGene00004014(phb-1). History: N.A.
T24H7.1,phb-2,1099,348,832,780,967,2232,"phb-2 encodes one of two subunits of the mitochondrial prohibitin complex; loss of phb-2 activity via RNAi indicates that phb-2 function is required for mitochondrial biogenesis and maintenance and for embryonic, germline, and somatic gonad development. ",,Mountain 20,92,4,11.74,130,3,11.01,166,0,207.41,10,0,13.0,67,0,74.01,270,216,0.89,562,564,0.94,392,909,0.42,327,969,0.42,138,198,0.43,110,156,0.85,T24H7.1,WBGene00004015,Sequence name for WBGene00004015(phb-2). History: N.A.
C14B9.4b,plk-1,224,54,510,595,2616,3876,"plk-1 encodes a serine/threonine polo-like kinase homologous to Drosophila polo and Saccharomyces cerevisiae CDC5; during development, plk-1 functions to regulate meiotic cell cycle progression as well as embryonic cytoplasmic polarity in newly fertilized embryos and possibly germline development; specifically, plk-1 is required for meiotic nuclear envelope breakdown, polar body formation and extrusion, and proper chromosome segregation during meiosis possibly via phosphorylation and subsequent degradation of REC-8, a meiotic-specific cohesin; in regulating embryonic polarity, PLK-1 functions to regulate activity of the MEX-5/6 zinc-finger proteins, with which it interacts, via its polo box domain, in yeast two-hybrid assays; PLK-1 is localized diffusely in the cytoplasm of mature oocytes, but during meiosis I becomes associated with pre-metaphase chromatin and then at anaphase with chromatin and the area between dividing chromatin; in embryos, PLK-1 localizes to the cytoplasm of somatic blastomeres and during mitosis, to centrosomes, metaphase chromatin and, at telophase, to the area between dividing chromatin; the asymmetric localization of PLK-1 to somatic cytoplasm of early embryos is dependent upon the PAR proteins and MEX-5/6. ",Polo-like serine/threonine protein kinase ,Mountain 11,270,10,15.55,385,3,32.45,399,4,99.36,37,0,44.9,108,4,23.73,179,107,1.19,331,488,0.64,1020,1448,0.69,815,1445,0.7,483,432,0.69,298,551,0.65,,,
F55G1.8,plk-3,8,10,227,116,708,1284,"plk-3 encodes one of three C. elegans polo-like kinases; microarray analyses indicate that plk-3 transcripts are expressed maternally and downregulated in gonadal tissue mutant for deps-1, which encodes a novel, P granule-associated protein that promotes P granule assembly and germline RNA interference. ",Polo-like serine/threonine protein kinase ,Mountain 7,94,9,6.0,252,4,17.01,149,5,31.05,21,1,13.0,60,0,66.39,29,28,0.74,198,88,2.1,261,573,0.45,223,559,0.49,103,63,1.01,121,89,1.64,F55G1.8,WBGene00004044,Sequence name for WBGene00004044(plk-3). History: N.A.
Y76A2B.1,pod-1,631,402,1131,1004,3612,3733,The pod-1 gene encodes a coronin-like protein required for asymmetry along the anterior-posterior axis at the beginning of embryonic development. ,Tumor-specific antigen (contains WD repeats) ,Mountain 5,72,4,9.21,132,10,4.07,96,9,12.05,43,0,51.98,46,11,4.26,622,224,1.97,509,780,0.61,1542,1432,1.06,1184,1393,1.05,474,397,0.74,412,511,0.97,Y76A2B.1,WBGene00004075,Sequence name for WBGene00004075(pod-1). History: N.A.
Y75B8A.30,pph-4.1,301,89,229,182,484,503,,"Serine/threonine specific protein phosphatase involved in glycogen accumulation, PP2A-related ", ,36,4,4.67,45,0,15.47,147,2,61.27,25,0,30.72,23,0,26.12,89,45,1.4,140,137,0.96,169,159,1.04,127,159,0.99,86,37,1.42,102,148,0.83,Y75B8A.30,WBGene00004085,Sequence name for WBGene00004085(pph-4.1). History: N.A.
C34C12.3,pph-6,82,21,145,110,328,477,,"Serine/threonine specific protein phosphatase involved in cell cycle control, PP2A-related ",Mountain 2,54,4,6.94,116,4,7.87,144,5,30.01,18,3,5.61,26,0,29.39,21,19,0.78,124,91,1.28,126,216,0.57,104,196,0.66,54,25,1.31,44,40,1.32,C34C12.3,WBGene00007922,Sequence name for WBGene00007922(pph-6). History: N.A.
W08G11.4,pptr-1,609,166,898,449,511,815,,"Serine/threonine protein phosphatase 2A, regulatory subunit ",Mountain 1,57,11,3.05,132,3,11.18,146,5,30.43,21,6,3.71,57,3,15.78,306,134,1.62,592,315,1.77,208,345,0.59,192,346,0.69,69,59,0.72,42,65,0.79,W08G11.4,WBGene00012348,Sequence name for WBGene00012348(pptr-1). History: N.A.
F56F3.1,pqn-45,728,331,1527,1433,7149,7192,"The protein product of this gene is predicted to contain a glutamine/asparagine (Q/N)-rich ('prion') domain, by the algorithm of Michelitsch and Weissman (as of the WS77 release of WormBase, i.e., in wormpep77). ",,Mountain 11,123,9,7.83,266,4,17.96,185,2,77.0,24,1,14.77,87,3,23.94,662,202,2.33,865,1231,0.66,3076,2687,1.12,2441,2663,1.13,1042,774,0.83,590,1068,0.67,F56F3.1,WBGene00004132,Sequence name for WBGene00004132(ifet-1). History: Renamed on 2011-08-12; Renamed on 2011-08-12
T13H2.4a,pqn-65,210,75,253,129,360,436,"The protein product of this gene is predicted to contain a glutamine/asparagine (Q/N)-rich ('prion') domain, by the algorithm of Michelitsch and Weissman (as of the WS77 release of WormBase, i.e., in wormpep77). ",,Mountain 5,205,31,4.06,566,29,6.35,931,20,55.12,59,5,11.81,101,0,111.01,65,46,1.0,188,83,2.12,125,177,0.69,105,188,0.69,76,35,1.32,54,36,1.79,T13H2.4a,WBGene00004148,Molecule name for WBGene00004148(pqn-65). History: N.A.
Y57A10A.18b,pqn-87,7307,3249,3968,5146,8177,8425,"The protein product of this gene is predicted to contain a glutamine/asparagine (Q/N)-rich ('prion') domain, by the algorithm of Michelitsch and Weissman (as of the WS77 release of WormBase, i.e., in wormpep77). ",Ubiquitin carboxyl-terminal hydrolase ,Mountain 5,101,9,6.44,100,4,6.79,94,4,23.6,10,0,13.0,44,0,48.98,2106,1003,1.5,1862,4143,0.42,3652,2738,1.31,3011,2829,1.32,1004,1294,0.48,510,1564,0.39,Y57A10A.18b,WBGene00004167,Molecule name for WBGene00004167(pqn-87). History: N.A.
D2030.6,prg-1,398,370,920,2079,2267,4290,"prg-1 encodes a novel, basic protein that is one of two C. elegans members of the Piwi subfamily of highly conserved Argonaut/Piwi proteins; during development, PRG-1 activity is essential for successful gametogenesis, normal levels of fertility, and accumulation of 21 U-RNAs (piRNAs), small RNAs expressed in the germ line; in addition, PRG-1 appears to act upstream of an siRNA pathway to regulate transposition of the Tc3 DNA transposon; PRG-1 physically interacts with 21 U-RNAs in vivo; PRG-1 localizes to P granules throughout development. ",Germ-line stem cell division protein Hiwi/Piwi; negative developmental regulator ,Mountain 11,506,25,12.31,779,27,9.37,759,17,52.44,57,3,17.13,246,11,22.4,405,386,0.75,515,1693,0.29,954,1540,0.61,743,1689,0.54,314,468,0.42,256,593,0.52,D2030.6,WBGene00004178,"Sequence name for WBGene00004178(prg-1). History: N.A.. Public name for Dead gene WBGene00008416. History of WBGene00008416: Merged into ""WBGene00004178"" on 2007-11-05"
C50C3.6,prp-8,1544,986,2345,1874,2805,3459,"prp-8 is orthologous to the human gene SIMILAR TO U5 SNRNP-SPECIFIC PROTEIN (220 KD), ORTHOLOG OF S. ",U5 snRNP spliceosome subunit ,Mountain 5,236,14,9.97,544,6,26.18,393,10,44.48,274,17,18.05,155,4,33.96,660,467,1.01,1685,1407,1.13,1285,1409,0.89,1088,1504,0.89,227,229,0.61,205,317,0.78,C50C3.6,WBGene00004187,Sequence name for WBGene00004187(prp-8). History: N.A.
Y45F10A.2,puf-3,4,4,126,128,2265,2989,"The puf-3 gene encodes a predicted RNA binding protein that is a member of the conserved PUF (Pumilio and FBF) family of RNA binding proteins; PUF-3 is expressed in the ovary and is required for multiple aspects of early embryogenesis including proper cell cycle timing, spindle positioning, and formation of the polar bodies and pronuclei. ",Translational repressor Pumilio/PUF3 and related RNA-binding proteins (Puf superfamily) ,Mountain 7,48,4,6.18,61,1,10.42,146,2,60.86,16,1,10.04,103,0,113.19,53,18,2.03,73,110,0.63,981,1145,0.84,741,1101,0.83,310,320,0.6,233,423,0.67,Y45F10A.2,WBGene00004239,Sequence name for WBGene00004239(puf-3). History: N.A.
T03F6.1,qdpr-1,208,90,274,110,132,125,"The T03F6.1 gene encodes an ortholog of the human gene QUINOID DIHYDROPTERIDINE REDUCTASE (QDPR; DHPR), which when mutated leads to phenylketonuria II (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=261630"">OMIM:261630</a>). ",Dihydropteridine reductase DHPR/QDPR ,Mountain ,203,2206,0.06,273,2592,0.04,470,15420,0.04,216,3245,0.08,258,3641,0.08,71,42,1.19,203,68,2.78,58,48,1.18,50,58,1.07,13,4,1.73,11,15,0.9,T03F6.1,WBGene00011398,Sequence name for WBGene00011398(qdpr-1). History: N.A.
R04E5.9,R04E5.9,124,13,60,49,63,45,,,Mountain 0,334,31,6.61,323,17,6.05,896,80,13.75,161,7,23.92,173,14,12.62,23,12,1.32,37,37,0.94,20,11,1.72,28,19,1.79,7,7,0.62,8,8,1.21,R04E5.9,WBGene00019872,Public name for WBGene00019872. History: N.A.
R05C11.3,R05C11.3,558,240,614,422,176,207,mca-2 encodes a calcium-transporting ATPase; large-scale RNAi screens indicate that mca-2 activity is required for locomotion and normal rates of postembryonic growth. ,Calcium transporting ATPase ,Mountain 1,52,9,3.34,191,2,21.52,202,5,42.02,67,1,40.17,76,0,83.8,145,150,0.69,469,272,1.62,78,92,0.83,56,80,0.87,25,11,1.34,17,24,0.87,R05C11.3,WBGene00019875,Sequence name for WBGene00019875(mca-2). History: N.A.
R05D3.2,R05D3.2,331,34,301,257,809,2124,"R05D3.2 is orthologous to the human gene UNKNOWN (PROTEIN FOR MGC:16889) (C7orf2; <a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=605522"">OMIM:605522</a>), which when mutated leads to disease. ",Lipocalin-interacting membrane receptor (LIMR) ,Mountain 5,168,20,5.08,503,18,8.92,917,16,67.07,44,0,53.17,200,2,72.92,116,62,1.32,185,195,0.89,315,747,0.41,263,878,0.37,143,213,0.42,88,286,0.37,R05D3.2,WBGene00019877,Public name for WBGene00019877. History: N.A.
R05H10.2,R05H10.2,815,410,665,964,1373,1028,,Nucleolar protein fibrillarin NOP77 (RRM superfamily) ,Mountain 5,43,7,3.47,55,4,3.77,110,0,137.86,14,0,17.72,35,1,19.59,245,157,1.11,420,807,0.49,572,384,1.46,522,402,1.6,179,114,0.97,100,128,0.94,R05H10.2,WBGene00011043,Sequence name for WBGene00011043(rbm-28). History: N.A.
R06A4.2,R06A4.2,115,70,146,178,556,561,,Unnamed protein ,Mountain 2,72,8,5.12,121,9,4.1,293,1,182.57,39,0,47.26,105,0,115.37,63,34,1.3,83,144,0.55,225,222,0.99,178,192,1.15,96,71,0.83,57,76,0.91,R06A4.2,WBGene00011047,Sequence name for WBGene00011047(tebp-1). History: Renamed on 2021-04-19
R06C7.5b,R06C7.5,831,225,866,934,1229,1113,"The R06C7.5 gene encodes an ortholog of the human gene ADSL, which when mutated leads to adenylosuccinate lyase deficiency (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=103050"">OMIM:103050</a>). ",Adenylosuccinate lyase ,Mountain 2,33,3,5.36,56,3,4.79,51,3,16.15,10,0,13.0,17,0,19.59,322,171,1.34,544,763,0.67,466,376,1.21,374,421,1.1,259,178,0.9,130,138,1.14,R06C7.5b,WBGene00011064,Molecule name for WBGene00011064(adsl-1). History: N.A.
R06F6.8b,R06F6.8,388,155,407,343,1054,1242,,WD40 repeat protein ,Mountain 5,39,5,4.21,59,2,6.72,104,3,32.6,31,8,4.2,63,2,23.22,130,68,1.35,277,275,0.95,454,430,1.04,387,474,1.01,128,134,0.59,85,204,0.51,R06F6.8b,WBGene00011071,"Molecule name for WBGene00011071(R06F6.8). History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
R11A8.7b,R11A8.7,418,169,936,650,1434,2374,"The protein product of this gene is predicted to contain a glutamine/asparagine (Q/N)-rich ('prion') domain, by the algorithm of Michelitsch and Weissman (as of the WS77 release of WormBase, i.e., in wormpep77). ",,Mountain 5,185,20,5.59,388,11,10.9,416,20,24.66,58,3,17.43,122,8,14.87,212,130,1.16,724,520,1.31,611,946,0.63,516,999,0.64,187,194,0.6,120,235,0.62,R11A8.7b,WBGene00011240,Molecule name for WBGene00011240(mask-1). History: N.A.
D1037.4,rab-8,270,43,330,302,628,572,"rab-8 encodes a rab related protein of the Ras GTPase superfamily that affects ovarian morphology and function, thereby affecting fertility; acts downstream of let-60 with respect to vulval development based on genetic analysis. ","GTP-binding protein SEC4, small G protein superfamily, and related Ras family GTP-binding proteins ",Mountain 5,36,6,3.34,85,3,7.23,148,3,46.26,45,9,5.43,27,0,30.47,157,78,1.43,173,224,0.73,247,220,1.1,205,202,1.25,98,44,1.36,78,106,0.89,D1037.4,WBGene00004272,Sequence name for WBGene00004272(rab-8). History: N.A.
T24F1.1,raga-1,253,80,332,320,691,826,,GTP-binding protein ,Mountain 2,49,6,4.51,96,2,10.87,123,0,154.0,16,0,20.08,44,0,48.98,71,60,0.84,261,260,0.94,265,343,0.76,243,324,0.93,104,71,0.9,79,88,1.08,T24F1.1,WBGene00006414,Sequence name for WBGene00006414(raga-1). History: Renamed on 2007-07-20
K09H11.3,rga-3,24,14,161,325,1329,3208,"rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments predicted to target rga-3 and the related rga-4 gene result in early embryonic defects, specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution, and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi) phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein localizes to the cellular cortex and to centrosomes, with cortical localization segregating to the anterior during polarization. ",Chimaerin and related Rho GTPase activating proteins ,Mountain 11,471,46,6.34,865,41,6.93,985,86,14.08,98,2,38.99,255,8,30.96,51,64,0.57,110,261,0.4,583,1267,0.45,474,1324,0.44,164,252,0.4,108,365,0.36,K09H11.3,WBGene00019600,Sequence name for WBGene00019600(rga-3). History: N.A.
C38C10.5a,rgr-1,217,70,366,268,781,1133,,,Mountain 5,123,14,5.22,208,12,5.41,264,17,18.28,21,0,25.99,73,5,13.42,80,49,1.16,286,219,1.23,315,420,0.74,275,433,0.79,109,79,0.85,82,201,0.5,C38C10.5a,WBGene00004343,Molecule name for WBGene00004343(rgr-1). History: N.A.
Y51H4A.3,rho-1,2404,382,1764,1101,1353,1522,"rho-1 encodes a Rho GTPase; rho-1 activity is required for regulation of a number of actin filament-based processes including embryonic polarity, cell migration, cell shape changes, muscle contraction, and neurite outgrowth; in addition, RHO-1 is required for both DGK-1- and UNC-13-dependent and independent regulation of synaptic signaling at neuromuscular junctions; as RHO-1 binds DGK-1 in vitro, its regulation of DGK-1-mediated signaling may be direct; in vitro RHO-1 GTPase activity is enhanced by the RGA-3 and RGA-4 GAP proteins, consistent with genetic studies showing that, in the early embryo, RHO-1 activity is required for expression of the rga-3/4(RNAi) hypercontractibility phenotype; RHO-1 is ubiquitously expressed throughout development with notably high expression seen in head neurons and asymmetric expression seen in the anterior cortex of one-cell embryos. ","Ras-related small GTPase, Rho type ",,53,8,3.79,197,1,33.29,152,7,23.75,107,7,15.95,62,1,34.28,525,275,1.36,1239,826,1.41,552,558,0.97,434,602,0.89,224,135,1.02,143,227,0.76,Y51H4A.3,WBGene00004357,Sequence name for WBGene00004357(rho-1). History: N.A.
K04G7.10,rnp-7,823,112,425,526,728,590,,U1 small nuclear ribonucleoprotein (RRM superfamily) ,Mountain 5,34,2,7.36,111,6,5.38,106,19,6.64,20,3,6.2,43,1,23.94,136,84,1.15,289,442,0.62,304,233,1.28,194,190,1.26,139,59,1.44,91,108,1.02,K04G7.10,WBGene00004390,Sequence name for WBGene00004390(rnp-7). History: N.A.
F55G1.4,rod-1,256,105,798,577,2392,2560,,Kinetochore component ,Mountain 7,257,20,7.75,577,5,32.39,457,9,56.88,35,2,14.18,172,9,18.83,242,192,0.9,556,385,1.36,1103,1061,1.02,901,1127,0.99,258,169,0.94,130,203,0.77,F55G1.4,WBGene00018900,Sequence name for WBGene00018900(rod-1). History: N.A.
