# Table S3. Peptide counts for proteins identified by MudPIT analyses of GFP IP from N2 and gfp::rde-8 lysates. Related to Figure 3
Accession,Peptide counts in N2,Peptide counts in GFP::RDE-8(+),Description,Input,Suggested Match,History
ZC434.5,4.0,6.0,CE06580 WBGene00001337 locus:ers-2 glutamyl-trna synthetase status:Confirmed TR:Q23315 protein_id:CAB00060.1,ZC434.5,WBGene00001337,Sequence name for WBGene00001337(ears-1). History: Renamed on 2010-01-29
F29G9.5,2.0,3.0,CE09799 WBGene00004502 locus:rpt-2 ATPase status:Confirmed SW:O16368 protein_id:AAB65906.1,F29G9.5,WBGene00004502,Sequence name for WBGene00004502(rpt-2). History: N.A.
ZK381.4b,4.0,6.0,CE07628 WBGene00003992 locus:pgl-1 status:Partially_confirmed TR:Q304E5 protein_id:ABB51171.1,ZK381.4b,WBGene00003992,Molecule name for WBGene00003992(pgl-1). History: N.A.
R06F6.9,2.0,3.0,CE01625 WBGene00001153 locus:ech-4 enoyl CoA hydratase\/isomerase status:Confirmed TR:Q09603 protein_id:CAA86779.1,R06F6.9,WBGene00001153,Sequence name for WBGene00001153(ech-4). History: Renamed on 2005-04-01
F13E6.4,2.0,3.0,CE37348 WBGene00008748 RSP5 like protein status:Partially_confirmed TR:Q19404 protein_id:CAA92121.2,F13E6.4,WBGene00008748,Sequence name for WBGene00008748(yap-1). History: N.A.
C32E8.3,2.0,3.0,CE08527 WBGene00016321 status:Partially_confirmed SW:P91127 protein_id:AAB42320.1,C32E8.3,WBGene00016321,Sequence name for WBGene00016321(tppp-1). History: N.A.
VF13D12L.1,2.0,3.0,CE31076 WBGene00012148 myo-inisitol-1-phosphate synthase status:Confirmed TR:Q18664 protein_id:CAA22132.2,VF13D12L.1,WBGene00012148,Sequence name for WBGene00012148(inos-1). History: N.A.
C55B7.8,2.0,3.0,CE30437 WBGene00000937 locus:dbr-1 lariat debranching enzyme status:Partially_confirmed SW:Q966M6 protein_id:AAK68279.2,C55B7.8,WBGene00000937,Sequence name for WBGene00000937(dbr-1). History: Renamed on 2015-03-04
H06O01.1,16.0,24.0,CE11570 WBGene00003964 locus:pdi-3 protein disulphide isomerase ER-60 precursor like status:Confirmed TR:O17908 protein_id:CAB07480.1,H06O01.1,WBGene00003964,Sequence name for WBGene00003964(pdi-3). History: N.A.
F10G7.8,2.0,3.0,CE02632 WBGene00004461 locus:rpn-5 status:Confirmed TR:Q19324 protein_id:AAA81126.1,F10G7.8,WBGene00004461,Sequence name for WBGene00004461(rpn-5). History: N.A.
C49F5.1,25.0,37.0,CE08852 WBGene00008205 locus:sams-1 s-adenosylmethionine synthetase status:Confirmed SW:O17680 protein_id:CAB03975.1,C49F5.1,WBGene00008205,Sequence name for WBGene00008205(sams-1). History: Renamed on 2016-06-14
F49E8.3b,23.0,34.0,CE37649 WBGene00003914 locus:pam-1 status:Confirmed TR:Q4TT88 protein_id:AAY44009.1,F49E8.3b,WBGene00003914,Molecule name for WBGene00003914(pam-1). History: Renamed on 2006-10-19
C53D5.6,30.0,44.0,"CE26971 WBGene00002077 locus:imb-3 importin beta, nuclear transport factor status:Confirmed TR:Q9N5V3 protein_id:AAF39782.2",C53D5.6,WBGene00002077,Sequence name for WBGene00002077(imb-3). History: N.A.
C37H5.8,347.0,506.0,CE08631 WBGene00002010 locus:hsp-6 heat shock 70 protein status:Partially_confirmed SW:P11141 protein_id:AAB42371.1,C37H5.8,WBGene00002010,Sequence name for WBGene00002010(hsp-6). History: N.A.
K02A4.1,11.0,16.0,CE03457 WBGene00001149 locus:bcat-1 twt1 like protein status:Confirmed SW:P54688 protein_id:CAA91805.1,K02A4.1,WBGene00001149,Sequence name for WBGene00001149(bcat-1). History: N.A.
F54H12.1c,31.0,45.0,CE32436 WBGene00000041 locus:aco-2 status:Confirmed SW:P34455 protein_id:AAN63393.1,F54H12.1c,WBGene00000041,Molecule name for WBGene00000041(aco-2). History: N.A.
ZK899.4,9.0,13.0,CE37468 WBGene00006534 locus:tba-8 tubulin alpha chain status:Partially_confirmed SW:P52274 protein_id:CAA85497.2,ZK899.4,WBGene00006534,Sequence name for WBGene00006534(tba-8). History: N.A.
F37C4.5a,7.0,10.0,CE17048 WBGene00018145 status:Confirmed SW:O44400 protein_id:AAB95171.1,F37C4.5a,WBGene00018145,Molecule name for WBGene00018145(F37C4.5). History: N.A.
F54H12.1a,33.0,47.0,CE25005 WBGene00000041 locus:aco-2 Aconitate hydratase status:Confirmed SW:P34455 protein_id:AAA28050.2,F54H12.1a,WBGene00000041,Molecule name for WBGene00000041(aco-2). History: N.A.
W04B5.3b,26.0,37.0,CE30200 WBGene00021020 status:Confirmed TR:Q8WSM4 protein_id:AAL65795.1,W04B5.3b,WBGene00021020,Molecule name for WBGene00021020(W04B5.3). History: N.A.
K01G5.4,12.0,17.0,CE16194 WBGene00004302 locus:ran-1 GTP-binding protein status:Confirmed SW:O17915 protein_id:CAB07240.1,K01G5.4,WBGene00004302,Sequence name for WBGene00004302(ran-1). History: N.A.
F52D10.3a,17.0,24.0,CE03389 WBGene00001502 locus:ftt-2 14-3-3 protein status:Confirmed SW:Q20655 protein_id:CAA91474.1,F52D10.3a,WBGene00001502,Molecule name for WBGene00001502(ftt-2). History: N.A.
F21F8.7,10.0,14.0,CE09542 WBGene00000219 locus:asp-6 protease status:Confirmed TR:O01530 protein_id:AAC47996.1,F21F8.7,WBGene00000219,Sequence name for WBGene00000219(asp-6). History: N.A.
Y87G2A.8b,5.0,7.0,CE36253 WBGene00013597 locus:gpi-1 status:Confirmed TR:Q7K707 protein_id:CAE54920.1,Y87G2A.8b,WBGene00013597,Molecule name for WBGene00013597(gpi-1). History: N.A.
T08B2.7a,15.0,21.0,CE13431 WBGene00020347 3-hydroxyacyl-CoA dehydrogenase status:Confirmed TR:Q9GYT0 protein_id:AAK21462.1,T08B2.7a,WBGene00020347,Molecule name for WBGene00020347(ech-1.2). History: N.A.
H28O16.1c,5.0,7.0,CE34195 WBGene00010419 status:Confirmed SW:Q9XXK1 protein_id:CAD92384.1,,,
C15H11.7,5.0,7.0,CE08184 WBGene00003922 locus:pas-1 proteasome component (A-type) status:Confirmed SW:O17586 protein_id:CAB02738.1,C15H11.7,WBGene00003922,Sequence name for WBGene00003922(pas-1). History: N.A.
F22A3.6a,109.0,151.0,CE04442 WBGene00017691 locus:ilys-5 status:Confirmed TR:Q19698 protein_id:AAA83197.1,F22A3.6a,WBGene00017691,Molecule name for WBGene00017691(ilys-5). History: N.A.
F56A4.3,8.0,11.0,CE30150 WBGene00018911 status:Confirmed TR:Q9N5R3 protein_id:AAF39839.2,F56A4.3,WBGene00018911,Public name for WBGene00018911. History: N.A.
Y57A10C.6,8.0,11.0,CE18418 WBGene00013284 3-keto-acyl-CoA thiolase status:Confirmed TR:O02353 protein_id:CAA19548.1,Y57A10C.6,WBGene00013284,Sequence name for WBGene00013284(daf-22). History: N.A.
M03F4.2a,73.0,99.0,CE12358 WBGene00000066 locus:act-4 actin status:Confirmed SW:P10986 protein_id:AAB04575.1,M03F4.2a,WBGene00000066,Molecule name for WBGene00000066(act-4). History: N.A.
M03F4.2c,73.0,99.0,CE37134 WBGene00000066 locus:act-4 status:Confirmed TR:Q6A8K1 protein_id:AAT92068.1,,,
F54H12.1b,31.0,42.0,CE30144 WBGene00000041 locus:aco-2 status:Partially_confirmed SW:P34455 protein_id:AAL65788.1,,,
T04C12.5,71.0,96.0,CE13150 WBGene00000064 locus:act-2 actin status:Confirmed SW:P10984 protein_id:CAB04675.1,T04C12.5,WBGene00000064,Sequence name for WBGene00000064(act-2). History: N.A.
T04C12.6,72.0,97.0,CE13148 WBGene00000063 locus:act-1 actin status:Confirmed SW:P10983 protein_id:CAB04678.1,T04C12.6,WBGene00000063,Sequence name for WBGene00000063(act-1). History: N.A.
K08H10.1,41.0,55.0,CE18875 WBGene00002263 locus:lea-1 status:Confirmed TR:O16527 protein_id:CAB05543.1,K08H10.1,WBGene00002263,Sequence name for WBGene00002263(lea-1). History: N.A.
C18A3.5c,3.0,4.0,CE27710 WBGene00015943 status:Confirmed TR:Q95QV6 protein_id:AAK68193.1,C18A3.5c,WBGene00015943,Molecule name for WBGene00015943(tiar-1). History: N.A.
ZK945.2,3.0,4.0,CE36420 WBGene00003928 locus:pas-7 proteasome component (A-type) status:Confirmed SW:Q09583 protein_id:CAA88436.2,ZK945.2,WBGene00003928,Sequence name for WBGene00003928(pas-7). History: N.A.
F38E11.5,3.0,4.0,CE18673 WBGene00009542 beta'-coat protein like status:Partially_confirmed,F38E11.5,WBGene00009542,Sequence name for WBGene00009542(copb-2). History: N.A.
Y71F9AL.9,3.0,4.0,CE22858 WBGene00022114 status:Confirmed TR:Q9N4I3 protein_id:AAF35998.1,Y71F9AL.9,WBGene00022114,Public name for WBGene00022114. History: N.A.
Y48E1B.10,6.0,8.0,CE14870 WBGene00001768 locus:gst-20 glutathione S-transferase status:Confirmed TR:O01987 protein_id:CAB07700.3,Y48E1B.10,WBGene00001768,Sequence name for WBGene00001768(gst-20). History: N.A.
ZK970.4,3.0,4.0,CE02404 WBGene00006918 locus:vha-9 H+-transporting ATPase status:Confirmed SW:Q23680 protein_id:CAA88888.1,ZK970.4,WBGene00006918,Sequence name for WBGene00006918(vha-9). History: N.A.
Y49E10.15,3.0,4.0,CE22230 WBGene00004919 locus:snr-6 status:Confirmed SW:Q9XTU6 protein_id:CAB11551.1,Y49E10.15,WBGene00004919,Sequence name for WBGene00004919(snr-6). History: N.A.
B0350.2a,3.0,4.0,CE06702 WBGene00006780 locus:unc-44 status:Partially_confirmed TR:Q17489 protein_id:AAA93443.1,B0350.2a,WBGene00006780,Molecule name for WBGene00006780(unc-44). History: N.A.
Y48B6A.3,3.0,4.0,CE22118 WBGene00006964 locus:xrn-2 status:Partially_confirmed SW:Q9U299 protein_id:CAB54449.1,Y48B6A.3,WBGene00006964,Sequence name for WBGene00006964(xrn-2). History: N.A.
C27H6.4b,21.0,28.0,CE31322 WBGene00007786 status:Partially_confirmed TR:Q8MQB5 protein_id:CAD44090.1,C27H6.4b,WBGene00007786,Molecule name for WBGene00007786(rmd-2). History: N.A.
W03F11.1,3.0,4.0,CE14542 WBGene00021005 status:Confirmed TR:O01780 protein_id:AAK18984.1,W03F11.1,WBGene00021005,Sequence name for WBGene00021005(ule-1). History: N.A.
EEED8.1,3.0,4.0,CE26746 WBGene00017132 locus:mel-47 status:Confirmed SW:Q09293 protein_id:AAK68296.1,EEED8.1,WBGene00017132,Sequence name for WBGene00017132(tofu-6). History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
C42D4.1,3.0,4.0,CE04189 WBGene00016594 status:Confirmed TR:Q18577 protein_id:AAA83352.1,C42D4.1,WBGene00016594,Public name for WBGene00016594. History: N.A.
F22D6.3a,6.0,8.0,CE05684 WBGene00003815 locus:nrs-1 asparaginyl-tRNA synthetase status:Confirmed SW:Q19722 protein_id:CAA95808.1,F22D6.3a,WBGene00003815,Molecule name for WBGene00003815(nars-1). History: Renamed on 2010-01-29; Renamed on 2015-03-05
Y73E7A.9,3.0,4.0,CE38757 WBGene00044440 status:Predicted TR:Q4W5Q8 protein_id:AAY55898.1,Y73E7A.9,WBGene00044440,Sequence name for WBGene00044440(adpr-1). History: N.A.
R12H7.2,6.0,8.0,CE03567 WBGene00000217 locus:asp-4 aspartyl protease status:Confirmed TR:Q21966 protein_id:CAA90633.1,R12H7.2,WBGene00000217,Sequence name for WBGene00000217(asp-4). History: N.A.
Y47G6A.20b,6.0,8.0,CE24366 WBGene00004389 locus:rnp-6 RNA-binding protein status:Confirmed TR:Q9N3S4 protein_id:AAF60666.1,Y47G6A.20b,WBGene00004389,Molecule name for WBGene00004389(rnp-6). History: Renamed on 2015-03-05
T02G5.8,21.0,28.0,CE29990 WBGene00002183 locus:kat-1 acetoacetyl-C0A thiolase status:Confirmed TR:Q22100 protein_id:AAA82397.2,T02G5.8,WBGene00002183,Sequence name for WBGene00002183(kat-1). History: N.A.
K12C11.2,6.0,8.0,CE18056 WBGene00004888 locus:smo-1 status:Confirmed SW:P55853 protein_id:AAK18969.1,K12C11.2,WBGene00004888,Sequence name for WBGene00004888(smo-1). History: N.A.
C37E2.1,3.0,4.0,CE08620 WBGene00007993 isocitrate dehydrogenase status:Confirmed SW:Q93353 protein_id:CAB02822.1,C37E2.1,WBGene00007993,Sequence name for WBGene00007993(idhb-1). History: N.A.
F33A8.3,3.0,4.0,CE17755 WBGene00000472 locus:cey-1 'Cold-shock' DNA-binding domain status:Confirmed TR:O62213 protein_id:CAB04257.1,F33A8.3,WBGene00000472,Sequence name for WBGene00000472(cey-1). History: N.A.
Y43F4B.5a,9.0,12.0,CE16630 WBGene00012803 Phosphoglucomutase and phosphomannomutase phosphoserine status:Confirmed TR:O45934 protein_id:CAA16334.1,Y43F4B.5a,WBGene00012803,Molecule name for WBGene00012803(Y43F4B.5). History: N.A.
W09B6.1a,10.0,13.0,CE14734 WBGene00004076 locus:pod-2 acetyl-CoA carboxylase status:Partially_confirmed TR:Q9GZI3 protein_id:AAG00029.1,W09B6.1a,WBGene00004076,Molecule name for WBGene00004076(pod-2). History: N.A.
T05G5.10,17.0,22.0,CE37787 WBGene00002064 locus:iff-1 Initiation factor 5A status:Confirmed,T05G5.10,WBGene00002064,Sequence name for WBGene00002064(iff-1). History: N.A.
R09B3.3,17.0,22.0,"CE16308 WBGene00011156 RNA recognition motif. (aka RRM, RBD, or RNP domain) status:Confirmed TR:O45713 protein_id:CAB03237.1",R09B3.3,WBGene00011156,Sequence name for WBGene00011156(rbm-3.2). History: N.A.
T25C8.2,41.0,53.0,CE16463 WBGene00000067 locus:act-5 Actins status:Confirmed TR:O45815 protein_id:CAB05817.1,T25C8.2,WBGene00000067,Sequence name for WBGene00000067(act-5). History: N.A.
K10H10.2,7.0,9.0,CE16252 WBGene00010759 beta-synthase status:Confirmed TR:O45679 protein_id:CAB05778.1,K10H10.2,WBGene00010759,Sequence name for WBGene00010759(cysl-2). History: N.A.
C06A1.1,21.0,27.0,CE02114 WBGene00007352 locus:cdc-48.1 transitional endoplasmic reticulum ATPase homolog 1 (P97 protein) status:Confirmed SW:P54811 protein_id:CAA90050.1,C06A1.1,WBGene00007352,Sequence name for WBGene00007352(cdc-48.1). History: Renamed on 2005-03-17
F46F11.2,21.0,27.0,CE10598 WBGene00000473 locus:cey-2 status:Confirmed TR:P91306 protein_id:AAK21380.1,F46F11.2,WBGene00000473,Sequence name for WBGene00000473(cey-2). History: N.A.
H14A12.2a,14.0,18.0,CE11580 WBGene00001503 locus:fum-1 fumarase status:Partially_confirmed SW:O17214 protein_id:AAB70982.1,,,
Y66H1A.4,39.0,50.0,CE36757 WBGene00022046 nucleolar protein required for pre-rRNA splicing status:Confirmed,Y66H1A.4,WBGene00022046,Sequence name for WBGene00022046(garr-1). History: N.A.
Y41E3.10a,29.0,37.0,CE37568 WBGene00012768 Elongation factor 1 (beta\/delta chain) status:Confirmed SW:Q9U2H9 protein_id:CAB63360.2,Y41E3.10a,WBGene00012768,Molecule name for WBGene00012768(eef-1B.2). History: N.A.
T21G5.3,27.0,34.0,CE25121 WBGene00001598 locus:glh-1 RNA helicase status:Confirmed SW:P34689 protein_id:AAB52901.2,T21G5.3,WBGene00001598,Sequence name for WBGene00001598(glh-1). History: N.A.
F20B6.2,35.0,44.0,CE04424 WBGene00006921 locus:vha-12 vacuolar ATP synthase (strong) status:Confirmed SW:Q19626 protein_id:AAA82311.1,F20B6.2,WBGene00006921,Sequence name for WBGene00006921(vha-12). History: N.A.
F28A10.6,8.0,10.0,CE19411 WBGene00017874 acyl-coA dehydrogenase status:Partially_confirmed TR:Q95YB2 protein_id:AAK85472.1,F28A10.6,WBGene00017874,Sequence name for WBGene00017874(acdh-9). History: N.A.
Y62H9A.3,4.0,5.0,CE19239 WBGene00013391 status:Confirmed TR:Q9XWT5 protein_id:CAA21560.1,Y62H9A.3,WBGene00013391,Public name for WBGene00013391. History: N.A.
E02D9.1c,8.0,10.0,CE31335 WBGene00017098 status:Confirmed TR:Q4W4Y5 protein_id:AAY44015.1,,,
F37H8.5,4.0,5.0,CE15997 WBGene00009514 status:Confirmed SW:O17861 protein_id:CAB04345.1,F37H8.5,WBGene00009514,Public name for WBGene00009514. History: N.A.
F37C4.5b,4.0,5.0,CE33640 WBGene00018145 status:Confirmed SW:O44400 protein_id:AAO91726.1,F37C4.5b,WBGene00018145,Molecule name for WBGene00018145(F37C4.5). History: N.A.
C52E4.4,4.0,5.0,CE08946 WBGene00004501 locus:rpt-1 26S protease regulatory subunit 7 status:Confirmed SW:Q18787 protein_id:CAB01414.1,C52E4.4,WBGene00004501,Sequence name for WBGene00004501(rpt-1). History: N.A.
F26D10.10,4.0,5.0,"CE19810 WBGene00001606 locus:gln-5 Carbamoyl-phosphate synthase (CPSase) (2 domains), Biotin-requiring enzymes status:Confirmed TR:Q9XVU2 protein_id:CAB02317.1",F26D10.10,WBGene00001606,Sequence name for WBGene00001606(gln-5). History: N.A.
F13E6.1,4.0,5.0,CE31474 WBGene00008745 D52 protein status:Confirmed SW:P55326 protein_id:CAA92122.2,F13E6.1,WBGene00008745,Public name for WBGene00008745. History: N.A.
F58D5.1,4.0,5.0,CE36388 WBGene00002000 locus:hrp-2 status:Confirmed TR:Q9NLD1 protein_id:CAB70238.2,F58D5.1,WBGene00002000,Sequence name for WBGene00002000(hrpr-1). History: Renamed on 2019-11-21
Y25C1A.5,4.0,5.0,CE21472 WBGene00021292 beta adaptin-like protein status:Confirmed TR:Q9TYL9 protein_id:AAD12836.1,Y25C1A.5,WBGene00021292,Sequence name for WBGene00021292(copb-1). History: N.A.
K08D12.1,4.0,5.0,CE25941 WBGene00003947 locus:pbs-1 status:Confirmed TR:Q966I8 protein_id:AAK84540.1,K08D12.1,WBGene00003947,Sequence name for WBGene00003947(pbs-1). History: N.A.
W05G11.6c,17.0,21.0,CE32740 WBGene00021043 status:Confirmed TR:Q8ITY1 protein_id:AAN65287.1,,,
F28H1.3,13.0,16.0,CE09768 WBGene00000197 locus:ars-2 aminoacyl-tRNA synthetase status:Confirmed TR:O01541 protein_id:AAB52339.1,F28H1.3,WBGene00000197,Sequence name for WBGene00000197(aars-2). History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
C32F10.8a,9.0,11.0,CE32815 WBGene00016333 alanine aminotransferase status:Partially_confirmed TR:O01685 protein_id:AAC24265.2,C32F10.8a,WBGene00016333,Molecule name for WBGene00016333(C32F10.8). History: N.A.
K08F4.2,9.0,11.0,"CE37535 WBGene00010677 RNA recognition motif. (aka RRM, RBD, or RNP domain) status:Confirmed TR:Q21351 protein_id:CAA93082.2",K08F4.2,WBGene00010677,Sequence name for WBGene00010677(gtbp-1). History: N.A.
D1054.11,9.0,11.0,CE05529 WBGene00008378 status:Confirmed TR:Q18947 protein_id:CAA98439.1,D1054.11,WBGene00008378,Sequence name for WBGene00008378(ule-3). History: N.A.
Y19D2B.1,14.0,17.0,CE19055 WBGene00012489 status:Predicted TR:Q9XXH2 protein_id:CAA19475.1,Y19D2B.1,WBGene00012489,Public name for WBGene00012489. History: N.A.
C04F6.3,14.0,17.0,CE03923 WBGene00000503 locus:cht-1 glycosyl hydrolase (family 18) status:Partially_confirmed SW:Q11174 protein_id:AAA83586.1,C04F6.3,WBGene00000503,Sequence name for WBGene00000503(cht-1). History: N.A.
T03E6.7,33.0,40.0,CE16333 WBGene00000776 locus:cpl-1 cathepsin-like protease status:Confirmed TR:O45734 protein_id:CAB07275.1,T03E6.7,WBGene00000776,Sequence name for WBGene00000776(cpl-1). History: N.A.
R05F9.8,20.0,24.0,CE04811 WBGene00003431 locus:msp-33 major sperm protein status:Confirmed SW:P53019 protein_id:AAA83165.1,R05F9.8,WBGene00003431,Sequence name for WBGene00003431(msp-33). History: N.A.
F59A2.3,16.0,19.0,CE17940 WBGene00010303 Splicing factor-associated 32K chain status:Confirmed SW:Q21018 protein_id:CAA84328.1,F59A2.3,WBGene00010303,Sequence name for WBGene00010303(cri-3). History: N.A.
K09F5.2,290.0,344.0,CE04746 WBGene00006925 locus:vit-1 vit-1 status:Partially_confirmed SW:P55155 protein_id:AAB52675.1,K09F5.2,WBGene00006925,Sequence name for WBGene00006925(vit-1). History: N.A.
F43D9.4,27.0,32.0,CE00994 WBGene00004798 locus:sip-1 Heat shock hsp20 proteins status:Confirmed SW:Q20363 protein_id:CAA84703.1,F43D9.4,WBGene00004798,Sequence name for WBGene00004798(sip-1). History: N.A.
C42D8.2b,427.0,506.0,CE41109 WBGene00006926 locus:vit-2 status:Partially_confirmed,,,
F25H5.1f,11.0,13.0,CE37831 WBGene00006407 locus:lim-9 LIM domain containing proteins status:Partially_confirmed TR:Q5FC25 protein_id:CAJ30229.1,F25H5.1f,WBGene00006407,Molecule name for WBGene00006407(lim-9). History: Renamed on 2007-02-02
C42D8.2a,453.0,535.0,CE06950 WBGene00006926 locus:vit-2 vitellogenin status:Partially_confirmed SW:P05690 protein_id:AAA98720.1,,,
ZK622.3b,6.0,7.0,CE29162 WBGene00022781 locus:pmt-1 status:Confirmed TR:Q95PW7 protein_id:AAL00881.1,ZK622.3b,WBGene00022781,Molecule name for WBGene00022781(pmt-1). History: N.A.
C30H7.2b,6.0,7.0,CE39231 WBGene00016278 status:Partially_confirmed TR:O01492 protein_id:ABB51193.1,C30H7.2b,WBGene00016278,Molecule name for WBGene00016278(erp-44.1). History: N.A.
F59A2.1b,6.0,7.0,CE33525 WBGene00003795 locus:npp-9 status:Confirmed TR:Q86G90 protein_id:CAD82919.1,F59A2.1b,WBGene00003795,Molecule name for WBGene00003795(npp-9). History: N.A.
T26C5.1,6.0,7.0,CE03737 WBGene00001761 locus:gst-13 glutathione S-transferase status:Confirmed TR:Q22814 protein_id:CAA90726.1,T26C5.1,WBGene00001761,Sequence name for WBGene00001761(gst-13). History: N.A.
Y18D10A.20,19.0,22.0,CE21418 WBGene00003989 locus:pfn-1 Profilins status:Confirmed SW:Q9XW16 protein_id:CAA22318.1,Y18D10A.20,WBGene00003989,Sequence name for WBGene00003989(pfn-1). History: N.A.
C32F10.8b,7.0,8.0,CE33563 WBGene00016333 status:Partially_confirmed TR:Q86GU3 protein_id:AAO61435.1,C32F10.8b,WBGene00016333,Molecule name for WBGene00016333(C32F10.8). History: N.A.
F28A12.4,7.0,8.0,CE09738 WBGene00017881 peptidase status:Confirmed TR:Q22972 protein_id:AAC47989.1,F28A12.4,WBGene00017881,Sequence name for WBGene00017881(asp-13). History: N.A.
F56D12.5a,7.0,8.0,CE11254 WBGene00006924 locus:vig-1 status:Confirmed TR:O16646 protein_id:AAB66119.1,,,
F25H2.11,56.0,64.0,CE09656 WBGene00009122 locus:tct-1 TCTP protein status:Confirmed SW:Q93573 protein_id:CAB02099.1,F25H2.11,WBGene00009122,Sequence name for WBGene00009122(tct-1). History: N.A.
Y45G12C.3,8.0,9.0,CE32258 WBGene00021566 status:Predicted TR:Q9N2L0 protein_id:AAF60578.2,Y45G12C.3,WBGene00021566,Public name for WBGene00021566. History: N.A.
K07H8.6b,48.0,54.0,CE34921 WBGene00006930 locus:vit-6 status:Confirmed SW:P18948 protein_id:AAQ01529.1,,,
F32B6.2,8.0,9.0,CE35517 WBGene00009319 carbomoyl-phosphate carboxylase status:Partially_confirmed TR:O45430 protein_id:CAB03038.2,F32B6.2,WBGene00009319,Sequence name for WBGene00009319(mccc-1). History: N.A.
T25B9.9,16.0,18.0,CE06508 WBGene00012015 6-phosphogluconate dehydrogenase status:Confirmed SW:Q17761 protein_id:CAA94380.1,T25B9.9,WBGene00012015,Public name for WBGene00012015. History: N.A.
K03A1.5,8.0,9.0,CE04713 WBGene00006351 locus:sur-5 acetyl-coenzyme A synthetase status:Confirmed TR:Q21166 protein_id:AAA83327.1,K03A1.5,WBGene00006351,Sequence name for WBGene00006351(sur-5). History: N.A.
F13D12.6,8.0,9.0,CE02185 WBGene00008741 serine carboxypeptidase status:Confirmed SW:P52715 protein_id:CAA88947.1,F13D12.6,WBGene00008741,Sequence name for WBGene00008741(ctsa-1.2). History: N.A.
R01H2.6,8.0,9.0,CE25067 WBGene00006713 locus:ubc-18 status:Confirmed TR:Q21633 protein_id:AAA50648.2,R01H2.6,WBGene00006713,Sequence name for WBGene00006713(ubc-18). History: N.A.
