gene_id,class,description,hrde-1 input,wago-1 input,HRDE-1 IP,WAGO-1 IP,HRDE-1 IP/input,WAGO-1 IP/input,IP Enrichment,Input,Suggested Match,History
H05C05.2,wago,,21.04,20.44,21.54,43.47,1.02,2.13,WAGO-1,H05C05.2,WBGene00019158,Public name for WBGene00019158. History: N.A.
F25E5.1,csr,,14.35,16.26,14.6,34.28,1.02,2.11,WAGO-1,F25E5.1,WBGene00017782,Public name for WBGene00017782. History: N.A.
F25E5.1,wago,,14.35,16.26,14.6,34.28,1.02,2.11,WAGO-1,F25E5.1,WBGene00017782,Public name for WBGene00017782. History: N.A.
F09D1.1,csr,,49.5,44.96,50.3,72.87,1.02,1.62,WAGO-1,F09D1.1,WBGene00017280,Sequence name for WBGene00017280(usp-39). History: N.A.
Y94H6A.7,wago,,15.32,13.97,15.55,19.32,1.02,1.38,WAGO-1,Y94H6A.7,WBGene00022379,"Public name for WBGene00022379. History: Split into Y94H6A.12(WBGene00050885). History of WBGene00022379: Split into ""WBGene00050885"" on 2007-09-06"
ZK858.5,wago,,8.07,8.71,8.14,32.76,1.01,3.76,WAGO-1,ZK858.5,WBGene00014118,Public name for WBGene00014118. History: N.A.
C50A2.2,csr,cec-2,14.87,17.86,15.06,51.1,1.01,2.86,WAGO-1,C50A2.2,WBGene00016796,Sequence name for WBGene00016796(cec-2). History: N.A.
Y69A2AR.2,csr,ric-8,47.51,53.2,48.07,114.63,1.01,2.15,WAGO-1,Y69A2AR.2,WBGene00004367,Sequence name for WBGene00004367(ric-8). History: N.A.
F43G9.6,wago,fer-1,39.85,41.76,40.41,79.18,1.01,1.9,WAGO-1,F43G9.6,WBGene00001414,Sequence name for WBGene00001414(fer-1). History: N.A.
ZK1086.1,csr,obr-3,20.2,20.57,20.44,37.55,1.01,1.82,WAGO-1,ZK1086.1,WBGene00014215,Sequence name for WBGene00014215(obr-3). History: N.A.
Y17G9B.5,wago,,40.29,50.27,40.61,75.05,1.01,1.49,WAGO-1,Y17G9B.5,WBGene00021202,Public name for WBGene00021202. History: N.A.
ZC8.6,wago,,20.77,21.96,21.03,31.98,1.01,1.46,WAGO-1,ZC8.6,WBGene00022501,Public name for WBGene00022501. History: N.A.
D1007.10,wago,,36.0,37.76,35.91,105.13,1.0,2.78,WAGO-1,D1007.10,WBGene00017007,Public name for WBGene00017007. History: N.A.
M01A10.2,wago,tom-1,192.37,172.08,191.76,260.52,1.0,1.51,WAGO-1,M01A10.2,WBGene00006594,Sequence name for WBGene00006594(tom-1). History: Renamed on 2006-02-01
B0403.4,wago,tag-320,20.36,23.27,20.46,35.11,1.0,1.51,WAGO-1,B0403.4,WBGene00015168,Sequence name for WBGene00015168(pdi-6). History: N.A.
W04A8.1,csr,,54.63,58.27,54.41,86.05,1.0,1.48,WAGO-1,W04A8.1,WBGene00012236,Public name for WBGene00012236. History: N.A.
Y48G1C.2,wago,csk-1,41.4,45.95,41.08,175.24,0.99,3.81,WAGO-1,Y48G1C.2,WBGene00000812,Sequence name for WBGene00000812(csk-1). History: N.A.
C16A3.10,wago,,39.55,43.74,38.98,157.98,0.99,3.61,WAGO-1,C16A3.10,WBGene00015814,Sequence name for WBGene00015814(oatr-1). History: N.A.
F48F5.5,wago,fce-2,26.45,30.65,26.07,78.46,0.99,2.56,WAGO-1,F48F5.5,WBGene00001406,"Sequence name for WBGene00001406(fce-2). History: Split into F48F5.8(WBGene00303059). History of WBGene00001406: Split into ""WBGene00303059"" on 2018-03-02"
F52C6.11,csr,bath-2,11.66,13.16,11.52,31.01,0.99,2.36,WAGO-1,F52C6.11,WBGene00018668,Sequence name for WBGene00018668(bath-2). History: N.A.
Y48G1BM.8,wago,,1176.23,1046.39,1164.91,1938.98,0.99,1.85,WAGO-1,Y48G1BM.8,WBGene00021673,Public name for WBGene00021673. History: N.A.
F14B4.1,wago,,8.46,9.54,8.4,17.36,0.99,1.82,WAGO-1,F14B4.1,WBGene00008779,Public name for WBGene00008779. History: N.A.
C01A2.3,wago,,34.2,35.87,34.01,62.66,0.99,1.75,WAGO-1,C01A2.3,WBGene00007215,Sequence name for WBGene00007215(oxa-1). History: N.A.
Y105C5B.14,wago,,13.19,13.48,13.0,22.22,0.99,1.65,WAGO-1,Y105C5B.14,WBGene00013653,Sequence name for WBGene00013653(ifas-3). History: N.A.
Y75B8A.17,csr,gmn-1,17.72,19.84,17.47,29.35,0.99,1.48,WAGO-1,Y75B8A.17,WBGene00013552,Sequence name for WBGene00013552(gmn-1). History: N.A.
Y48G8AL.1,csr,herc-1,59.44,57.92,58.9,85.12,0.99,1.47,WAGO-1,Y48G8AL.1,WBGene00021685,Sequence name for WBGene00021685(herc-1). History: N.A.
Y39H10A.6,wago,,12.9,12.27,12.82,18.01,0.99,1.47,WAGO-1,Y39H10A.6,WBGene00021482,Sequence name for WBGene00021482(gid-7). History: N.A.
Y52B11A.18,wago,,2065.28,1960.5,2023.93,12639.9,0.98,6.45,WAGO-1,Y52B11A.18,WBGene00206497,Public name for WBGene00206497. History: N.A.
K09E3.2,wago,,19.72,20.58,19.34,50.04,0.98,2.43,WAGO-1,K09E3.2,WBGene00019574,Public name for WBGene00019574. History: N.A.
F53A3.4,csr,pqn-41,119.57,124.33,117.32,269.93,0.98,2.17,WAGO-1,F53A3.4,WBGene00004128,Sequence name for WBGene00004128(pqn-41). History: N.A.
C07G1.8,wago,glrx-22,37.89,39.75,37.11,78.47,0.98,1.97,WAGO-1,C07G1.8,WBGene00044608,Sequence name for WBGene00044608(glrx-22). History: N.A.
F13H10.4,csr,,29.26,29.01,28.57,48.42,0.98,1.67,WAGO-1,F13H10.4,WBGene00008775,Sequence name for WBGene00008775(mogs-1). History: N.A.
ZK688.9,csr,,11.85,11.9,11.64,19.77,0.98,1.66,WAGO-1,ZK688.9,WBGene00022803,"Public name for WBGene00022803. History: Split into ZK688.11(WBGene00044762). History of WBGene00022803: Split into ""WBGene00044762"" on 2006-02-24"
T04A11.14,wago,,43.33,41.69,42.63,64.28,0.98,1.54,WAGO-1,T04A11.14,WBGene00045131,Public name for WBGene00045131. History: N.A.
Y37H9A.2,wago,,2132.23,1873.88,2093.55,2574.75,0.98,1.37,WAGO-1,Y37H9A.2,WBGene00012577,Public name for WBGene00012577. History: N.A.
Y37H9A.3,csr,,2217.99,1955.73,2181.05,2637.13,0.98,1.35,WAGO-1,Y37H9A.3,WBGene00012578,Sequence name for WBGene00012578(ccct-1). History: N.A.
Y37H9A.3,wago,,2217.99,1955.73,2181.05,2637.13,0.98,1.35,WAGO-1,Y37H9A.3,WBGene00012578,Sequence name for WBGene00012578(ccct-1). History: N.A.
Y57G11C.24,csr,eps-8,37.24,40.57,36.11,79.05,0.97,1.95,WAGO-1,Y57G11C.24,WBGene00001330,Sequence name for WBGene00001330(eps-8). History: N.A.
M01F1.5,wago,hmit-1.3,14.4,11.36,13.92,18.11,0.97,1.59,WAGO-1,M01F1.5,WBGene00010811,Sequence name for WBGene00010811(hmit-1.3). History: N.A.
Y74C9A.3,csr,,10.47,12.02,10.16,18.82,0.97,1.57,WAGO-1,Y74C9A.3,WBGene00022277,Sequence name for WBGene00022277(homt-1). History: N.A.
W09G3.1,wago,,23.33,22.89,22.6,33.19,0.97,1.45,WAGO-1,W09G3.1,WBGene00012365,Public name for WBGene00012365. History: N.A.
T01G9.5,csr,mei-1,118.65,128.43,115.46,178.03,0.97,1.39,WAGO-1,T01G9.5,WBGene00003183,Sequence name for WBGene00003183(mei-1). History: N.A.
T07C4.7,wago,mev-1,17.19,15.59,16.46,67.65,0.96,4.34,WAGO-1,T07C4.7,WBGene00003225,Sequence name for WBGene00003225(mev-1). History: Renamed on 2006-07-19
Y56A3A.19,csr,,8.48,11.3,8.11,25.91,0.96,2.29,WAGO-1,Y56A3A.19,WBGene00013237,Public name for WBGene00013237. History: N.A.
F54C8.7,wago,,59.09,62.39,56.3,181.28,0.95,2.91,WAGO-1,F54C8.7,WBGene00010040,Public name for WBGene00010040. History: N.A.
Y37H2A.8,wago,,7.94,8.25,7.52,19.76,0.95,2.39,WAGO-1,Y37H2A.8,WBGene00012568,Sequence name for WBGene00012568(fbxa-212). History: N.A.
Y77E11A.1,csr,,42.57,40.35,40.64,92.32,0.95,2.29,WAGO-1,Y77E11A.1,WBGene00022306,Sequence name for WBGene00022306(hxk-3). History: N.A.
Y41E3.1,csr,,40.98,47.51,39.09,89.5,0.95,1.88,WAGO-1,Y41E3.1,WBGene00012762,Public name for WBGene00012762. History: N.A.
F55F8.6,csr,mff-2,28.61,29.31,27.25,53.64,0.95,1.83,WAGO-1,F55F8.6,WBGene00018894,Sequence name for WBGene00018894(mff-2). History: N.A.
Y116A8C.12,csr,arf-6,16.83,16.71,16.07,27.91,0.95,1.67,WAGO-1,Y116A8C.12,WBGene00000184,Sequence name for WBGene00000184(arf-6). History: N.A.
Y37A1B.17,csr,,44.1,44.14,41.85,60.73,0.95,1.38,WAGO-1,Y37A1B.17,WBGene00044989,Sequence name for WBGene00044989(dnbp-1). History: N.A.
Y37A1B.17,wago,,44.1,44.14,41.85,60.73,0.95,1.38,WAGO-1,Y37A1B.17,WBGene00044989,Sequence name for WBGene00044989(dnbp-1). History: N.A.
C03H5.2,wago,nstp-4,28.1,32.07,26.32,123.4,0.94,3.85,WAGO-1,C03H5.2,WBGene00015404,Sequence name for WBGene00015404(nstp-4). History: N.A.
F38E1.9,wago,,15.4,17.82,14.52,65.13,0.94,3.65,WAGO-1,F38E1.9,WBGene00018181,Sequence name for WBGene00018181(mpdu-1). History: N.A.
F40C5.3,wago,grl-27,20.18,17.69,18.97,39.49,0.94,2.23,WAGO-1,F40C5.3,WBGene00001736,Sequence name for WBGene00001736(grl-27). History: N.A.
F56H9.5,wago,lin-25,9.68,11.42,9.11,22.09,0.94,1.93,WAGO-1,F56H9.5,WBGene00003011,Sequence name for WBGene00003011(lin-25). History: Renamed on 2014-11-12
Y105E8A.26,wago,zoo-1,9.0,10.95,8.5,20.42,0.94,1.87,WAGO-1,Y105E8A.26,WBGene00013683,Sequence name for WBGene00013683(zoo-1). History: Renamed on 2008-07-18
Y32H12A.7,csr,,11.6,9.32,10.87,16.67,0.94,1.79,WAGO-1,Y32H12A.7,WBGene00021315,Public name for WBGene00021315. History: N.A.
K07A12.4,csr,,43.24,45.42,40.76,68.93,0.94,1.52,WAGO-1,K07A12.4,WBGene00010622,Sequence name for WBGene00010622(hbs-1). History: N.A.
Y53F4B.43,wago,,16.72,19.29,15.78,26.48,0.94,1.37,WAGO-1,Y53F4B.43,WBGene00044726,Public name for WBGene00044726. History: N.A.
T23B3.1,csr,,20.99,19.76,19.64,25.76,0.94,1.3,WAGO-1,T23B3.1,WBGene00020709,Public name for WBGene00020709. History: N.A.
Y116A8C.28,wago,bca-2,63.14,68.97,58.8,444.77,0.93,6.45,WAGO-1,Y116A8C.28,WBGene00013805,Sequence name for WBGene00013805(bca-2). History: N.A.
Y54G2A.28,wago,,25.81,28.21,24.07,86.24,0.93,3.06,WAGO-1,Y54G2A.28,WBGene00021892,"Public name for WBGene00021892. History: Split into Y54G2A.73(WBGene00219425). History of WBGene00021892: Split into ""WBGene00219425"" on 2012-04-10"
K09H11.11,wago,,813.89,734.87,757.79,2210.78,0.93,3.01,WAGO-1,K09H11.11,WBGene00044541,Public name for WBGene00044541. History: N.A.
T20B5.1,csr,apa-2,8.39,9.92,7.76,27.11,0.93,2.73,WAGO-1,T20B5.1,WBGene00000161,Sequence name for WBGene00000161(apa-2). History: N.A.
Y82E9BR.16,wago,,23.77,26.45,21.83,142.38,0.92,5.38,WAGO-1,Y82E9BR.16,WBGene00022348,Public name for WBGene00022348. History: N.A.
C15F1.3,wago,tra-2,37.4,42.45,34.37,130.55,0.92,3.08,WAGO-1,C15F1.3,WBGene00006605,Sequence name for WBGene00006605(tra-2). History: N.A.
B0495.7,wago,,36.81,32.96,33.85,96.71,0.92,2.93,WAGO-1,B0495.7,WBGene00015206,Public name for WBGene00015206. History: N.A.
Y46H3C.6,wago,,2253.11,1913.1,2073.86,5576.3,0.92,2.91,WAGO-1,Y46H3C.6,WBGene00021606,Public name for WBGene00021606. History: N.A.
C56A3.4,csr,,8.74,8.8,8.02,25.25,0.92,2.87,WAGO-1,C56A3.4,WBGene00008343,Public name for WBGene00008343. History: N.A.
F25B5.6,wago,,46.45,46.31,42.94,120.49,0.92,2.6,WAGO-1,F25B5.6,WBGene00017777,Public name for WBGene00017777. History: N.A.
W09C5.9,wago,,186.53,166.05,172.01,414.56,0.92,2.5,WAGO-1,W09C5.9,WBGene00012355,Public name for WBGene00012355. History: N.A.
Y102E9.2,wago,,70.54,73.83,65.22,176.75,0.92,2.39,WAGO-1,Y102E9.2,WBGene00022420,Sequence name for WBGene00022420(wdr-4). History: N.A.
Y42A5A.5,csr,,16.19,15.09,14.96,31.63,0.92,2.1,WAGO-1,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
Y42A5A.5,wago,,16.19,15.09,14.96,31.63,0.92,2.1,WAGO-1,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
T12F5.4,csr,lin-59,26.7,23.18,24.61,39.4,0.92,1.7,WAGO-1,T12F5.4,WBGene00003040,Sequence name for WBGene00003040(lin-59). History: N.A.
T12F5.4,wago,lin-59,26.7,23.18,24.61,39.4,0.92,1.7,WAGO-1,T12F5.4,WBGene00003040,Sequence name for WBGene00003040(lin-59). History: N.A.
F09A5.4,csr,,9.18,11.27,8.49,18.2,0.92,1.62,WAGO-1,F09A5.4,WBGene00008601,Sequence name for WBGene00008601(mob-2). History: Renamed on 2017-04-05
Y54E5A.7,wago,,33.4,31.61,30.25,95.42,0.91,3.02,WAGO-1,Y54E5A.7,WBGene00013202,Sequence name for WBGene00013202(gid-1). History: N.A.
C33H5.11,wago,imp-3,39.37,40.05,35.72,120.91,0.91,3.02,WAGO-1,C33H5.11,WBGene00016378,Sequence name for WBGene00016378(imp-3). History: N.A.
H06O01.2,csr,chd-1,30.36,30.76,27.76,81.59,0.91,2.65,WAGO-1,H06O01.2,WBGene00010369,Sequence name for WBGene00010369(chd-1). History: N.A.
Y51F10.4,csr,,13.9,15.72,12.67,39.14,0.91,2.49,WAGO-1,Y51F10.4,WBGene00021765,Public name for WBGene00021765. History: N.A.
Y76A2B.5,csr,,14.69,12.34,13.39,27.46,0.91,2.22,WAGO-1,Y76A2B.5,WBGene00013577,Public name for WBGene00013577. History: N.A.
R11A8.2,csr,,17.34,15.7,15.69,24.63,0.91,1.57,WAGO-1,R11A8.2,WBGene00011237,Sequence name for WBGene00011237(gkow-1). History: N.A.
Y65B4A.8,wago,,15.15,16.2,13.57,68.67,0.9,4.24,WAGO-1,Y65B4A.8,WBGene00022031,Public name for WBGene00022031. History: N.A.
Y92H12BL.1,wago,,18.11,17.03,16.37,61.01,0.9,3.58,WAGO-1,Y92H12BL.1,WBGene00022363,Public name for WBGene00022363. History: N.A.
C13B4.1,wago,,83.36,85.85,74.71,223.32,0.9,2.6,WAGO-1,C13B4.1,WBGene00007545,Public name for WBGene00007545. History: N.A.
F38H4.7,wago,tag-30,80.26,81.96,71.94,202.59,0.9,2.47,WAGO-1,F38H4.7,WBGene00006415,Sequence name for WBGene00006415(tag-30). History: N.A.
F19F10.10,wago,ets-6,69.11,77.26,61.88,180.59,0.9,2.34,WAGO-1,F19F10.10,WBGene00017606,Sequence name for WBGene00017606(ets-6). History: N.A.
F57B9.4,wago,coq-2,18.26,17.61,16.4,32.44,0.9,1.84,WAGO-1,F57B9.4,WBGene00000762,Sequence name for WBGene00000762(coq-2). History: N.A.
R11B5.1,csr,tbc-12,9.34,9.79,8.44,17.12,0.9,1.75,WAGO-1,R11B5.1,WBGene00044061,"Sequence name for WBGene00044061(tbc-12). History: Renamed on 2008-06-23. Public name for Dead gene WBGene00020002. History of WBGene00020002: Merged into ""WBGene00044061"" on 2005-10-05"
T16G12.10,wago,,89.63,77.53,81.06,127.37,0.9,1.64,WAGO-1,T16G12.10,WBGene00044222,Public name for WBGene00044222. History: N.A.
Y41D4B.19,csr,npp-8,149.01,132.1,133.69,188.36,0.9,1.43,WAGO-1,Y41D4B.19,WBGene00003794,Sequence name for WBGene00003794(npp-8). History: N.A.
Y39A3CL.2,wago,tag-168,62.23,49.67,56.05,70.31,0.9,1.42,WAGO-1,Y39A3CL.2,WBGene00006513,Sequence name for WBGene00006513(rimb-1). History: N.A.
F52G2.1,wago,dcap-2,45.23,42.85,40.2,171.59,0.89,4.0,WAGO-1,F52G2.1,WBGene00003582,Sequence name for WBGene00003582(dcap-2). History: Renamed on 2005-12-19
T16G12.1,wago,,12.97,11.11,11.57,39.78,0.89,3.58,WAGO-1,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
Y39B6A.40,wago,,32.88,29.63,29.38,101.17,0.89,3.41,WAGO-1,Y39B6A.40,WBGene00012698,Sequence name for WBGene00012698(sws-1). History: N.A.
ZK1307.9,wago,,31.94,30.35,28.5,79.88,0.89,2.63,WAGO-1,ZK1307.9,WBGene00014250,Public name for WBGene00014250. History: N.A.
Y54E10A.11,csr,,63.61,54.42,56.63,103.41,0.89,1.9,WAGO-1,Y54E10A.11,WBGene00021831,Public name for WBGene00021831. History: N.A.
Y37A1B.2,csr,lst-4,27.31,24.8,24.19,44.39,0.89,1.79,WAGO-1,Y37A1B.2,WBGene00003086,Sequence name for WBGene00003086(lst-4). History: N.A.
F47D12.9,csr,,12.62,12.44,11.25,18.16,0.89,1.46,WAGO-1,F47D12.9,WBGene00018564,Public name for WBGene00018564. History: N.A.
Y53F4B.18,wago,,173.21,139.29,154.76,195.44,0.89,1.4,WAGO-1,Y53F4B.18,WBGene00013164,Public name for WBGene00013164. History: N.A.
C04F5.9,wago,,27.15,23.36,23.97,45.21,0.88,1.94,WAGO-1,C04F5.9,WBGene00015451,Public name for WBGene00015451. History: N.A.
C07A9.3,csr,tlk-1,68.01,66.96,59.83,124.27,0.88,1.86,WAGO-1,C07A9.3,WBGene00006579,Sequence name for WBGene00006579(tlk-1). History: N.A.
K02B12.3,csr,sec-12,20.99,19.69,18.56,32.58,0.88,1.65,WAGO-1,K02B12.3,WBGene00010496,Sequence name for WBGene00010496(sec-12). History: Renamed on 2005-03-17
Y49E10.22,wago,pstk-1,8.92,8.51,7.75,29.43,0.87,3.46,WAGO-1,Y49E10.22,WBGene00013041,Sequence name for WBGene00013041(pstk-1). History: N.A.
B0491.6,csr,,44.93,44.0,38.98,103.02,0.87,2.34,WAGO-1,B0491.6,WBGene00007193,Public name for WBGene00007193. History: N.A.
Y39E4B.1,csr,abce-1,66.21,60.88,57.76,141.71,0.87,2.33,WAGO-1,Y39E4B.1,WBGene00012714,Sequence name for WBGene00012714(abce-1). History: N.A.
B0361.2,csr,,33.15,32.36,28.95,69.23,0.87,2.14,WAGO-1,B0361.2,WBGene00015156,Sequence name for WBGene00015156(cwf-19L2). History: N.A.
Y69A2AR.6,csr,,21.26,19.66,18.47,34.34,0.87,1.75,WAGO-1,Y69A2AR.6,WBGene00022077,Sequence name for WBGene00022077(vamp-7). History: N.A.
C14B1.4,csr,wdr-5.1,25.1,24.09,21.9,40.88,0.87,1.7,WAGO-1,C14B1.4,WBGene00006474,"Sequence name for WBGene00006474(wdr-5.1). History: Renamed on 2010-07-27; Renamed on 2010-12-02. Public name for Dead gene WBGene00007575. History of WBGene00007575: Merged into ""WBGene00006474"" on 2006-06-29"
R05D11.6,csr,,9.52,11.34,8.31,16.0,0.87,1.41,WAGO-1,R05D11.6,WBGene00011034,Sequence name for WBGene00011034(paxt-1). History: N.A.
F47G6.4,wago,spe-15,33.54,30.35,28.99,120.11,0.86,3.96,WAGO-1,F47G6.4,WBGene00004969,Sequence name for WBGene00004969(spe-15). History: N.A.
Y66D12A.21,wago,,14.63,13.54,12.58,45.51,0.86,3.36,WAGO-1,Y66D12A.21,WBGene00013446,Public name for WBGene00013446. History: N.A.
Y110A7A.9,wago,,120.3,121.86,103.21,395.39,0.86,3.24,WAGO-1,Y110A7A.9,WBGene00022459,Public name for WBGene00022459. History: N.A.
M4.2,wago,puf-4,242.39,198.39,207.5,626.97,0.86,3.16,WAGO-1,M4.2,WBGene00004240,Sequence name for WBGene00004240(puf-4). History: N.A.
C06G3.7,wago,trxr-1,23.26,20.53,20.12,56.97,0.86,2.78,WAGO-1,C06G3.7,WBGene00015553,Sequence name for WBGene00015553(trxr-1). History: N.A.
T07E3.3,csr,,19.57,20.06,16.77,46.56,0.86,2.32,WAGO-1,T07E3.3,WBGene00020314,Public name for WBGene00020314. History: N.A.
K04F10.7,csr,,49.66,42.36,42.78,72.39,0.86,1.71,WAGO-1,K04F10.7,WBGene00019399,Public name for WBGene00019399. History: N.A.
F29C12.3,csr,rict-1,42.15,38.92,36.22,63.35,0.86,1.63,WAGO-1,F29C12.3,WBGene00009245,Sequence name for WBGene00009245(rict-1). History: Renamed on 2009-04-22
C37A2.4,csr,cye-1,58.96,51.14,50.41,71.62,0.86,1.4,WAGO-1,C37A2.4,WBGene00000871,Sequence name for WBGene00000871(cye-1). History: Renamed on 2015-03-05
C13B9.2,wago,,12.49,11.34,10.56,62.36,0.85,5.5,WAGO-1,C13B9.2,WBGene00015733,Public name for WBGene00015733. History: N.A.
B0238.9,csr,,56.03,60.19,47.37,143.57,0.85,2.39,WAGO-1,B0238.9,WBGene00015073,Public name for WBGene00015073. History: N.A.
F33G12.4,wago,lrr-1,22.3,18.27,19.02,39.52,0.85,2.16,WAGO-1,F33G12.4,WBGene00018016,Sequence name for WBGene00018016(lrr-1). History: N.A.
C47D12.6,csr,tars-1,119.99,113.59,101.41,239.29,0.85,2.11,WAGO-1,C47D12.6,WBGene00006617,Sequence name for WBGene00006617(tars-1). History: Renamed on 2010-01-29
F56D5.4,wago,,17.82,18.17,15.1,37.12,0.85,2.04,WAGO-1,F56D5.4,WBGene00014772,Public name for WBGene00014772. History: N.A.
Y43H11AL.3,csr,pqn-85,105.85,96.3,89.96,175.66,0.85,1.82,WAGO-1,Y43H11AL.3,WBGene00004166,Sequence name for WBGene00004166(scc-2). History: Renamed on 2021-02-16; Renamed on 2021-03-11
F39B2.7,wago,,15.08,14.68,12.59,69.37,0.84,4.73,WAGO-1,F39B2.7,WBGene00009557,Sequence name for WBGene00009557(mtcu-1). History: N.A.
F10G8.9,wago,,8.69,6.64,7.31,26.18,0.84,3.94,WAGO-1,F10G8.9,WBGene00008667,Public name for WBGene00008667. History: N.A.
Y54G11A.2,csr,,15.08,13.87,12.73,32.13,0.84,2.32,WAGO-1,Y54G11A.2,WBGene00013213,Public name for WBGene00013213. History: N.A.
F14F8.7,wago,srw-36,41.94,31.51,35.11,72.01,0.84,2.29,WAGO-1,F14F8.7,WBGene00005783,Sequence name for WBGene00005783(srw-36). History: N.A.
Y56A3A.12,csr,faah-4,13.67,12.54,11.45,27.81,0.84,2.22,WAGO-1,Y56A3A.12,WBGene00013232,Sequence name for WBGene00013232(faah-4). History: N.A.
Y105E8A.17,csr,ekl-4,43.25,43.82,36.39,67.15,0.84,1.53,WAGO-1,Y105E8A.17,WBGene00013676,Sequence name for WBGene00013676(ekl-4). History: N.A.
Y54F10AL.2,csr,smg-6,52.56,50.78,44.31,74.83,0.84,1.47,WAGO-1,Y54F10AL.2,WBGene00004884,"Sequence name for WBGene00004884(smg-6). History: Renamed on 2008-01-10. Public name for Dead gene WBGene00001339. History of WBGene00001339: Merged into ""WBGene00004884"" on 2008-01-10"
F17C11.8,csr,vps-36,38.6,36.69,32.38,48.64,0.84,1.33,WAGO-1,F17C11.8,WBGene00008919,Sequence name for WBGene00008919(vps-36). History: N.A.
W02A2.1,wago,fat-2,19.87,17.34,16.6,22.58,0.84,1.3,WAGO-1,W02A2.1,WBGene00001394,Sequence name for WBGene00001394(fat-2). History: N.A.
R06C7.9,wago,ztf-15,46.66,42.32,38.64,118.33,0.83,2.8,WAGO-1,R06C7.9,WBGene00011066,Sequence name for WBGene00011066(ztf-15). History: N.A.
W10C8.2,csr,pop-1,28.55,27.02,23.78,64.86,0.83,2.4,WAGO-1,W10C8.2,WBGene00004077,Sequence name for WBGene00004077(pop-1). History: N.A.
Y63D3A.7,csr,,8.86,7.98,7.38,19.07,0.83,2.39,WAGO-1,Y63D3A.7,WBGene00013406,Public name for WBGene00013406. History: N.A.
F25B4.1,wago,,15.88,13.42,13.12,31.65,0.83,2.36,WAGO-1,F25B4.1,WBGene00017765,Sequence name for WBGene00017765(gcst-1). History: N.A.
F08B4.2,wago,cdh-5,10.76,8.95,8.96,19.73,0.83,2.2,WAGO-1,F08B4.2,WBGene00000397,"Sequence name for WBGene00000397(cdh-5). History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
T09A5.12,wago,ztf-17,55.91,58.28,46.28,122.38,0.83,2.1,WAGO-1,T09A5.12,WBGene00011639,Sequence name for WBGene00011639(ztf-17). History: N.A.
F45E12.3,csr,cul-4,55.97,51.16,46.66,83.18,0.83,1.63,WAGO-1,F45E12.3,WBGene00000839,Sequence name for WBGene00000839(cul-4). History: N.A.
W05H12.4,wago,,100.33,86.62,82.96,130.76,0.83,1.51,WAGO-1,W05H12.4,WBGene00219206,Public name for WBGene00219206. History: N.A.
Y48A6B.10,wago,,26.95,23.24,22.04,119.38,0.82,5.14,WAGO-1,Y48A6B.10,WBGene00012973,"Public name for Dead gene WBGene00012971. History of WBGene00012971: Merged into ""WBGene00012973"" on 2016-10-20; Merged into ""WBGene00012973"" on 2016-10-20"
Y39E4B.10,wago,,20.09,16.98,16.45,41.04,0.82,2.42,WAGO-1,Y39E4B.10,WBGene00012719,Public name for WBGene00012719. History: N.A.
C02E11.1,csr,nra-4,19.33,16.56,15.76,37.44,0.82,2.26,WAGO-1,C02E11.1,WBGene00015344,Sequence name for WBGene00015344(nra-4). History: N.A.
C34C6.5,csr,sphk-1,19.15,16.37,15.68,36.2,0.82,2.21,WAGO-1,C34C6.5,WBGene00007918,Sequence name for WBGene00007918(sphk-1). History: Renamed on 2007-12-03
F48A11.4,csr,,9.7,9.06,7.93,17.7,0.82,1.95,WAGO-1,F48A11.4,WBGene00018585,Public name for WBGene00018585. History: N.A.
T26A8.4,csr,,74.05,66.52,61.03,125.64,0.82,1.89,WAGO-1,T26A8.4,WBGene00020827,Public name for WBGene00020827. History: N.A.
K11D2.2,wago,asah-1,22.9,21.78,18.71,38.98,0.82,1.79,WAGO-1,K11D2.2,WBGene00010769,Sequence name for WBGene00010769(asah-1). History: Renamed on 2004-08-25
C32A3.2,csr,mrps-31,12.97,12.6,10.64,21.83,0.82,1.73,WAGO-1,C32A3.2,WBGene00007859,Sequence name for WBGene00007859(mrps-31). History: N.A.
Y42H9B.3,csr,,35.51,26.74,29.27,45.51,0.82,1.7,WAGO-1,Y42H9B.3,WBGene00021541,Public name for WBGene00021541. History: N.A.
K08E3.7,wago,pdr-1,10.17,10.52,8.35,17.83,0.82,1.7,WAGO-1,K08E3.7,WBGene00003967,Sequence name for WBGene00003967(pdr-1). History: N.A.
Y38F2AR.3,csr,,14.55,13.51,11.97,22.06,0.82,1.63,WAGO-1,Y38F2AR.3,WBGene00021421,Public name for WBGene00021421. History: N.A.
K05C4.2,csr,,112.05,96.84,92.09,133.23,0.82,1.38,WAGO-1,K05C4.2,WBGene00010579,Public name for WBGene00010579. History: N.A.
